user_id,premium_start_date,premium_status,monthly_fee_rub,source,is_trial
u_005831,2026-07-01,active,199,bank_card,0
u_005833,2026-04-10,active,199,marketplace,0
u_005841,2026-06-10,active,199,promo,0
u_005843,2025-12-30,active,199,marketplace,0
u_005852,2026-05-01,active,199,experiment_prompt,0
u_005856,2025-04-25,active,199,promo,0
u_005858,2026-05-05,active,199,experiment_prompt,0
u_005864,2026-01-28,active,199,bank_card,0
u_005870,2026-04-11,active,199,partner,0
u_005873,2025-09-14,active,199,marketplace,0
u_005877,2026-04-20,active,199,promo,0
u_005880,2025-09-30,active,199,bank_card,0
u_005881,2025-11-09,active,199,marketplace,0
u_005882,2026-01-15,active,199,partner,1
u_005887,2026-05-09,active,199,marketplace,0
u_005890,2026-05-19,cancelled,199,experiment_prompt,0
u_005894,2026-05-22,active,199,bank_card,0
u_005895,2026-05-10,active,199,bank_card,0
u_005897,2026-07-01,active,199,marketplace,0
u_005905,2026-06-30,active,199,marketplace,1
u_005909,2026-06-19,active,199,marketplace,1
u_005918,2025-10-24,active,199,marketplace,0
u_005926,2026-07-11,active,199,promo,1
u_005942,2026-05-06,active,199,marketplace,0
u_005945,2025-12-18,active,199,bank_card,1
u_005958,2026-03-22,active,199,marketplace,0
u_005962,2026-06-02,active,199,partner,0
u_005968,2026-05-28,active,199,promo,0
u_005970,2026-06-30,active,199,experiment_prompt,0
u_005975,2026-04-28,active,199,experiment_prompt,0
u_005976,2026-05-31,active,199,experiment_prompt,0
u_005987,2026-06-29,active,199,marketplace,0
u_005989,2026-04-29,active,199,bank_card,0
u_005992,2026-06-17,active,199,marketplace,0
u_005998,2026-05-02,active,199,marketplace,0
u_006002,2026-05-31,active,199,bank_card,0
u_006012,2025-06-17,active,199,marketplace,0
u_006014,2026-03-09,active,199,promo,0
u_006018,2026-01-07,cancelled,199,promo,0
u_006025,2026-04-24,active,199,partner,1
u_006027,2026-06-16,active,199,marketplace,0
u_006028,2026-06-04,active,199,bank_card,0
u_006033,2026-05-27,active,199,marketplace,0
u_006034,2026-04-22,active,199,bank_card,0
u_006051,2025-01-28,active,199,marketplace,0
u_006055,2026-06-09,active,199,bank_card,1
u_006057,2025-11-22,active,199,marketplace,0
u_006069,2026-07-22,active,199,marketplace,0
u_006079,2026-04-15,active,199,marketplace,1
u_006088,2026-04-08,active,199,bank_card,0
u_006089,2026-06-12,active,199,experiment_prompt,0
u_006093,2023-11-13,active,199,marketplace,0
u_006094,2025-05-01,active,199,marketplace,0
u_006095,2026-03-28,active,199,bank_card,1
u_006100,2026-05-19,active,199,marketplace,1
u_006113,2025-09-27,active,199,bank_card,0
u_006123,2026-06-21,active,199,partner,0
u_006124,2025-05-22,active,199,marketplace,0
u_006129,2026-03-27,active,199,bank_card,0
u_006142,2026-04-01,active,199,experiment_prompt,0
u_006149,2026-02-20,active,199,promo,0
u_006161,2025-07-11,active,199,marketplace,1
u_006166,2026-06-26,active,199,marketplace,0
u_006169,2026-03-16,active,199,bank_card,0
u_006170,2026-05-16,active,199,bank_card,0
u_006176,2026-02-09,active,199,bank_card,0
u_006186,2026-06-28,active,199,experiment_prompt,1
u_006197,2026-03-05,cancelled,199,bank_card,0
u_006202,2026-03-28,active,199,marketplace,1
u_006206,2026-07-09,active,199,bank_card,0
u_006208,2026-06-04,active,199,marketplace,0
u_006213,2026-05-01,active,199,marketplace,0
u_006215,2026-06-26,active,199,experiment_prompt,0
u_006217,2026-04-03,active,199,marketplace,0
u_006219,2026-07-18,active,199,partner,0
u_006220,2026-01-22,active,199,experiment_prompt,0
u_006228,2026-05-12,active,199,marketplace,1
u_006232,2026-03-13,active,199,experiment_prompt,0
u_006233,2026-06-02,active,199,experiment_prompt,1
u_006252,2026-02-14,active,199,bank_card,0
u_006261,2026-05-23,active,199,bank_card,0
u_006262,2025-02-11,active,199,bank_card,0
u_006280,2026-07-27,active,199,marketplace,1
u_006286,2026-06-19,active,199,promo,0
u_006291,2026-06-27,active,199,promo,0
u_006294,2026-04-29,active,199,marketplace,0
u_006312,2026-01-19,active,199,marketplace,0
u_006315,2025-08-22,active,199,marketplace,0
u_006317,2026-01-24,active,199,promo,0
u_006319,2026-07-01,active,199,marketplace,0
u_006323,2026-06-09,active,199,bank_card,0
u_006327,2026-01-13,active,199,marketplace,1
u_006329,2025-11-25,active,199,marketplace,1
u_006330,2026-02-23,active,199,marketplace,0
u_006333,2025-06-15,active,199,marketplace,1
u_006336,2026-06-08,active,199,bank_card,0
u_006338,2026-05-23,active,199,promo,0
u_006341,2026-04-28,active,199,marketplace,1
u_006343,2026-04-11,active,199,marketplace,0
u_006344,2026-05-30,cancelled,199,bank_card,0
u_006345,2026-01-22,active,199,bank_card,0
u_006354,2026-07-06,active,199,bank_card,0
u_006358,2026-04-02,active,199,bank_card,0
u_006361,2025-11-25,active,199,marketplace,0
u_006368,2026-06-04,active,199,partner,0
u_006370,2025-12-15,active,199,experiment_prompt,0
u_006376,2025-12-30,active,199,marketplace,0
u_006377,2026-05-08,active,199,marketplace,1
u_006380,2026-06-15,active,199,promo,0
u_006383,2026-01-28,active,199,bank_card,0
u_006385,2026-06-22,active,199,marketplace,0
u_006395,2026-05-16,active,199,marketplace,1
u_006396,2026-04-25,active,199,marketplace,1
u_006398,2026-03-22,active,199,promo,0
u_006404,2026-01-06,active,199,bank_card,1
u_006412,2025-12-06,active,199,marketplace,0
u_006413,2025-11-07,active,199,experiment_prompt,0
u_006418,2026-05-23,active,199,marketplace,1
u_006424,2024-10-24,active,199,marketplace,0
u_006433,2026-06-18,active,199,marketplace,0
u_006434,2025-11-21,cancelled,199,marketplace,0
u_006435,2026-06-02,active,199,marketplace,0
u_006443,2026-07-21,active,199,marketplace,1
u_006452,2026-04-28,active,199,experiment_prompt,1
u_006458,2025-10-12,active,199,partner,1
u_006470,2026-01-11,active,199,marketplace,0
u_006480,2026-03-03,active,199,marketplace,1
u_006484,2026-05-17,active,199,bank_card,0
u_006485,2025-09-22,active,199,promo,0
u_006486,2026-07-05,active,199,experiment_prompt,1
u_006495,2025-12-04,active,199,marketplace,1
u_006507,2026-06-14,cancelled,199,promo,1
u_006508,2026-07-01,active,199,marketplace,0
u_006510,2026-05-11,active,199,experiment_prompt,0
u_006514,2026-06-08,active,199,experiment_prompt,0
u_006515,2026-03-27,active,199,experiment_prompt,0
u_006520,2026-05-06,active,199,bank_card,0
u_006525,2026-07-27,active,199,marketplace,0
u_006526,2026-04-25,cancelled,199,partner,0
u_006530,2026-05-30,active,199,marketplace,0
u_006533,2025-12-23,active,199,marketplace,0
u_006539,2026-01-04,active,199,experiment_prompt,0
u_006556,2026-05-15,active,199,marketplace,0
u_006559,2025-11-21,active,199,promo,0
u_006572,2026-04-16,active,199,experiment_prompt,0
u_006573,2026-06-29,active,199,promo,0
u_006582,2026-02-19,active,199,marketplace,1
u_006586,2026-06-16,active,199,experiment_prompt,0
u_006590,2026-04-24,active,199,experiment_prompt,0
u_006597,2026-06-13,active,199,marketplace,0
u_006598,2026-07-06,active,199,marketplace,1
u_006610,2026-06-22,cancelled,199,marketplace,0
u_006614,2025-02-07,active,199,marketplace,0
u_006623,2026-06-20,active,199,bank_card,0
u_006624,2025-04-21,active,199,experiment_prompt,0
u_006631,2026-02-06,active,199,promo,0
u_006637,2026-06-24,active,199,bank_card,0
u_006643,2025-09-18,active,199,marketplace,0
u_006649,2026-05-30,active,199,experiment_prompt,0
u_006653,2026-06-20,active,199,bank_card,0
u_006668,2026-04-14,active,199,marketplace,1
u_006689,2025-09-19,active,199,bank_card,0
u_006700,2026-03-12,active,199,experiment_prompt,0
u_006703,2026-05-07,active,199,marketplace,0
u_006712,2025-12-23,active,199,experiment_prompt,0
u_006726,2026-06-14,active,199,experiment_prompt,0
u_006742,2026-05-24,active,199,experiment_prompt,0
u_006743,2026-06-02,active,199,experiment_prompt,0
u_006752,2026-05-28,cancelled,199,promo,0
u_006765,2026-03-15,active,199,experiment_prompt,0
u_006767,2026-05-04,active,199,promo,1
u_006771,2026-01-16,active,199,marketplace,0
u_006785,2026-06-21,active,199,promo,0
u_006789,2026-04-13,cancelled,199,marketplace,0
u_006792,2024-07-20,active,199,bank_card,0
u_006800,2026-06-11,active,199,bank_card,0
u_006806,2026-03-15,active,199,marketplace,1
u_006812,2026-06-12,active,199,promo,0
u_006813,2026-03-27,active,199,partner,0
u_006817,2025-12-27,active,199,marketplace,0
u_006819,2026-03-15,active,199,experiment_prompt,0
u_006823,2025-08-13,active,199,marketplace,0
u_006825,2026-02-25,active,199,experiment_prompt,1
u_006826,2026-06-25,active,199,partner,0
u_006829,2026-01-20,active,199,experiment_prompt,0
u_006831,2026-04-17,active,199,bank_card,0
u_006840,2026-05-16,active,199,marketplace,1
u_006849,2026-03-25,active,199,bank_card,0
u_006851,2026-06-23,active,199,promo,1
u_006853,2025-08-20,cancelled,199,marketplace,0
u_006856,2025-11-27,active,199,promo,0
u_006860,2025-12-15,cancelled,199,experiment_prompt,0
u_006862,2026-05-08,active,199,marketplace,0
u_006866,2026-06-28,active,199,marketplace,0
u_006868,2026-03-21,active,199,marketplace,1
u_006878,2026-02-28,active,199,marketplace,1
u_006881,2025-11-06,active,199,marketplace,0
u_006882,2025-12-15,active,199,experiment_prompt,0
u_006885,2026-05-03,active,199,promo,0
u_006893,2026-06-01,active,199,marketplace,0
u_006895,2025-11-10,cancelled,199,bank_card,1
u_006905,2026-03-16,active,199,promo,0
u_006909,2026-04-10,active,199,marketplace,1
u_006914,2026-06-30,active,199,marketplace,0
u_006926,2026-05-04,active,199,marketplace,0
u_006935,2025-12-04,active,199,promo,1
u_006949,2026-06-02,active,199,experiment_prompt,0
u_006951,2026-03-20,active,199,marketplace,0
u_006957,2026-06-02,active,199,marketplace,1
u_006963,2026-03-07,active,199,experiment_prompt,0
u_006964,2025-02-19,active,199,marketplace,0
u_006965,2025-09-24,active,199,bank_card,1
u_006967,2025-11-28,active,199,marketplace,0
u_006969,2026-06-20,active,199,experiment_prompt,0
u_006974,2026-07-26,active,199,marketplace,1
u_006975,2026-05-24,active,199,marketplace,0
u_006976,2025-11-19,active,199,bank_card,0
u_006981,2026-05-13,active,199,bank_card,0
u_006986,2026-05-06,active,199,marketplace,0
u_006990,2026-07-17,active,199,experiment_prompt,0
u_006991,2026-06-21,active,199,marketplace,0
u_006992,2026-04-15,active,199,bank_card,0
u_006997,2025-11-14,active,199,partner,0
u_007010,2026-06-08,active,199,marketplace,1
u_007011,2026-07-07,active,199,marketplace,1
u_007016,2026-05-23,active,199,bank_card,0
u_007032,2026-05-08,active,199,partner,1
u_007057,2026-02-27,active,199,marketplace,0
u_007068,2025-12-07,active,199,bank_card,0
u_007069,2026-04-10,active,199,experiment_prompt,0
u_007072,2026-02-24,active,199,marketplace,0
u_007075,2025-11-26,active,199,marketplace,0
u_007076,2026-03-03,active,199,marketplace,0
u_007079,2026-02-18,active,199,marketplace,0
u_007086,2026-06-18,active,199,promo,1
u_007091,2025-05-04,active,199,bank_card,0
u_007097,2026-01-14,active,199,marketplace,1
u_007098,2026-05-15,active,199,marketplace,0
u_007107,2026-07-01,active,199,experiment_prompt,0
u_007133,2026-04-13,active,199,bank_card,0
u_007143,2025-12-24,active,199,promo,0
u_007153,2026-07-09,active,199,marketplace,1
u_007156,2025-12-02,active,199,marketplace,0
u_007157,2026-05-01,active,199,marketplace,0
u_007168,2026-05-29,active,199,experiment_prompt,1
u_007175,2026-04-29,active,199,marketplace,0
u_007177,2026-07-01,active,199,marketplace,0
u_007178,2025-10-07,active,199,marketplace,0
u_007185,2026-05-20,active,199,bank_card,0
u_007188,2026-07-30,active,199,marketplace,0
u_007192,2025-10-19,active,199,bank_card,0
u_007193,2026-03-28,active,199,promo,0
u_007197,2025-04-07,active,199,marketplace,0
u_007201,2026-03-06,active,199,experiment_prompt,0
u_007204,2026-04-28,active,199,marketplace,0
u_007211,2026-02-18,active,199,marketplace,0
u_007215,2026-01-01,active,199,bank_card,0
u_007219,2026-05-19,active,199,experiment_prompt,0
u_007230,2026-02-23,active,199,marketplace,0
u_007243,2025-09-02,active,199,marketplace,0
u_007247,2026-06-22,active,199,bank_card,0
u_007249,2025-09-25,active,199,marketplace,0
u_007250,2026-05-08,active,199,experiment_prompt,1
u_007251,2026-06-07,cancelled,199,marketplace,0
u_007255,2026-07-19,active,199,marketplace,0
u_007257,2026-06-17,active,199,experiment_prompt,0
u_007260,2026-03-21,active,199,promo,1
u_007264,2026-06-10,active,199,experiment_prompt,0
u_007265,2026-07-16,active,199,marketplace,0
u_007270,2026-06-04,active,199,experiment_prompt,1
u_007273,2026-05-22,active,199,experiment_prompt,0
u_007277,2026-06-25,active,199,promo,0
u_007316,2025-12-23,active,199,marketplace,1
u_007326,2026-05-19,active,199,marketplace,0
u_007330,2026-06-21,active,199,marketplace,0
u_007340,2026-03-07,active,199,partner,0
u_007350,2026-05-14,active,199,marketplace,0
u_007352,2026-05-30,active,199,partner,0
u_007361,2026-01-28,active,199,promo,0
u_007371,2026-06-20,active,199,bank_card,0
u_007379,2026-03-25,active,199,marketplace,1
u_007385,2026-04-06,active,199,promo,1
u_007386,2025-12-17,active,199,marketplace,0
u_007393,2026-05-02,active,199,marketplace,0
u_007404,2025-12-20,active,199,marketplace,0
u_007405,2026-01-07,active,199,bank_card,0
u_007406,2026-05-07,active,199,bank_card,0
u_007409,2026-07-20,active,199,experiment_prompt,0
u_007414,2025-07-13,active,199,experiment_prompt,0
u_007423,2026-02-02,active,199,partner,0
u_007427,2026-05-25,active,199,bank_card,0
u_007435,2025-11-05,active,199,experiment_prompt,0
u_007437,2026-02-11,active,199,marketplace,1
u_007438,2026-03-30,active,199,partner,0
u_007442,2024-05-09,active,199,partner,0
u_007459,2026-05-07,active,199,promo,0
u_007465,2026-03-21,active,199,bank_card,0
u_007466,2025-12-01,cancelled,199,partner,0
u_007467,2026-06-06,active,199,marketplace,1
u_007476,2026-04-06,active,199,experiment_prompt,0
u_007477,2026-07-06,active,199,experiment_prompt,1
u_007483,2026-03-24,active,199,marketplace,0
u_007493,2025-12-28,active,199,marketplace,0
u_007497,2026-07-17,active,199,marketplace,1
u_007500,2025-12-26,active,199,experiment_prompt,0
u_007502,2026-05-18,active,199,experiment_prompt,0
u_007504,2026-07-26,active,199,partner,1
u_007515,2026-03-05,cancelled,199,bank_card,0
u_007517,2026-04-09,active,199,marketplace,0
u_007519,2025-12-11,active,199,experiment_prompt,0
u_007539,2026-04-14,active,199,partner,0
u_007545,2026-04-20,active,199,bank_card,0
u_007551,2026-07-06,active,199,marketplace,1
u_007555,2026-02-10,active,199,bank_card,1
u_007557,2026-01-14,active,199,experiment_prompt,0
u_007571,2026-04-27,active,199,experiment_prompt,0
u_007572,2026-04-03,active,199,experiment_prompt,1
u_007574,2026-05-14,active,199,bank_card,0
u_007581,2026-07-12,active,199,bank_card,1
u_007584,2025-08-08,active,199,bank_card,0
u_007586,2026-05-07,active,199,marketplace,1
u_007598,2026-06-16,active,199,experiment_prompt,1
u_007605,2026-02-24,active,199,experiment_prompt,0
u_007613,2026-07-04,active,199,bank_card,1
u_007619,2026-06-18,active,199,bank_card,0
u_007625,2025-12-30,active,199,promo,0
u_007628,2026-07-07,active,199,marketplace,0
u_007632,2025-02-08,active,199,marketplace,0
u_007633,2026-03-07,active,199,bank_card,0
u_007636,2026-01-07,active,199,marketplace,0
u_007639,2026-07-07,active,199,marketplace,1
u_007646,2026-05-10,active,199,experiment_prompt,0
u_007652,2026-06-04,active,199,bank_card,1
u_007655,2026-05-30,active,199,promo,1
u_007658,2025-10-19,active,199,marketplace,0
u_007660,2026-06-27,active,199,experiment_prompt,0
u_007662,2026-07-28,active,199,bank_card,1
u_007668,2026-07-28,active,199,marketplace,1
u_007670,2025-08-03,active,199,marketplace,0
u_007683,2026-03-24,active,199,marketplace,0
u_007692,2026-07-24,active,199,marketplace,1
u_007710,2025-03-25,active,199,marketplace,0
u_007716,2026-04-27,active,199,marketplace,0
u_007724,2026-01-03,active,199,marketplace,0
u_007730,2025-03-05,active,199,marketplace,0
u_007731,2026-05-14,active,199,marketplace,0
u_007736,2026-02-23,active,199,marketplace,1
u_007737,2026-07-19,active,199,experiment_prompt,1
u_007739,2026-07-23,active,199,marketplace,1
u_007741,2026-06-09,cancelled,199,bank_card,1
u_007771,2026-06-08,active,199,marketplace,0
u_007775,2025-06-23,active,199,bank_card,0
u_007777,2025-01-12,active,199,marketplace,0
u_007778,2026-03-31,cancelled,199,marketplace,0
u_007780,2026-01-18,active,199,marketplace,1
u_007781,2026-06-22,active,199,promo,0
u_007782,2026-04-16,active,199,marketplace,1
u_007801,2026-06-09,active,199,experiment_prompt,0
u_007802,2026-03-06,active,199,experiment_prompt,0
u_007803,2026-05-21,active,199,marketplace,0
u_007805,2026-05-05,active,199,experiment_prompt,0
u_007814,2026-06-11,cancelled,199,marketplace,1
u_007818,2026-06-28,active,199,bank_card,0
u_007838,2026-04-16,cancelled,199,bank_card,1
u_007845,2026-04-07,active,199,promo,0
u_007846,2026-06-19,active,199,partner,1
u_007851,2026-03-17,active,199,marketplace,0
u_007856,2026-04-27,active,199,promo,1
u_007864,2025-11-04,active,199,marketplace,0
u_007868,2026-07-27,active,199,promo,0
u_007870,2025-06-26,active,199,marketplace,0
u_007873,2026-02-20,active,199,experiment_prompt,1
u_007876,2026-04-08,active,199,marketplace,0
u_007878,2026-05-25,active,199,promo,1
u_007880,2026-07-24,active,199,marketplace,1
u_007881,2025-12-18,active,199,marketplace,0
u_007883,2026-06-07,active,199,promo,0
u_007892,2026-04-17,active,199,marketplace,0
u_007893,2025-12-20,active,199,marketplace,0
u_007904,2026-04-08,active,199,experiment_prompt,0
u_007905,2025-09-04,active,199,promo,0
u_007907,2026-06-06,active,199,marketplace,0
u_007919,2026-05-02,active,199,marketplace,0
u_007921,2026-04-24,active,199,bank_card,1
u_007938,2026-06-15,active,199,marketplace,0
u_007947,2026-03-29,active,199,experiment_prompt,0
u_007952,2026-01-19,cancelled,199,promo,0
u_007956,2026-06-04,active,199,bank_card,0
u_007958,2026-04-11,active,199,experiment_prompt,1
u_007969,2026-03-21,active,199,marketplace,0
u_007970,2026-05-01,cancelled,199,marketplace,0
u_007971,2025-10-02,active,199,marketplace,0
u_007972,2026-04-29,active,199,promo,0
u_007975,2026-01-09,active,199,bank_card,0
u_007976,2026-04-05,active,199,marketplace,0
u_007977,2026-03-17,active,199,bank_card,0
u_007981,2026-03-29,active,199,marketplace,1
u_007988,2025-12-25,active,199,marketplace,0
u_007992,2025-06-25,active,199,bank_card,0
u_008001,2026-05-09,active,199,experiment_prompt,0
u_008006,2026-02-03,active,199,experiment_prompt,0
u_008008,2026-04-17,active,199,bank_card,0
u_008014,2026-06-02,active,199,experiment_prompt,0
u_008015,2026-06-04,active,199,marketplace,0
u_008016,2026-06-28,active,199,experiment_prompt,1
u_008020,2026-03-26,cancelled,199,marketplace,0
u_008023,2026-03-13,active,199,marketplace,0
u_008027,2026-03-12,active,199,bank_card,0
u_008028,2026-04-22,active,199,experiment_prompt,1
u_008032,2026-05-18,active,199,marketplace,0
u_008036,2026-07-06,active,199,experiment_prompt,1
u_008037,2026-06-24,cancelled,199,marketplace,0
u_008040,2025-06-21,active,199,marketplace,0
u_008044,2025-11-30,active,199,promo,0
u_008047,2026-06-25,active,199,marketplace,0
u_008048,2026-04-06,active,199,marketplace,0
u_008057,2026-03-12,active,199,promo,1
u_008064,2026-01-19,active,199,partner,0
u_008066,2026-05-16,active,199,experiment_prompt,1
u_008070,2026-07-19,active,199,bank_card,1
u_008081,2026-04-19,cancelled,199,promo,0
u_008082,2025-07-31,active,199,bank_card,0
u_008088,2026-06-25,active,199,marketplace,0
u_008097,2026-02-13,active,199,partner,0
u_008098,2026-06-29,active,199,marketplace,0
u_008099,2026-06-27,active,199,marketplace,0
u_008102,2026-01-03,active,199,experiment_prompt,0
u_008109,2026-03-18,active,199,experiment_prompt,0
u_008110,2026-04-05,active,199,experiment_prompt,0
u_008134,2026-05-17,active,199,experiment_prompt,0
u_008153,2026-06-27,active,199,experiment_prompt,0
u_008161,2026-05-03,active,199,bank_card,0
u_008163,2026-04-02,active,199,marketplace,0
u_008164,2026-03-04,active,199,marketplace,0
u_008168,2026-06-07,cancelled,199,experiment_prompt,1
u_008169,2025-07-27,active,199,marketplace,0
u_008171,2025-11-19,active,199,marketplace,0
u_008176,2026-05-03,active,199,bank_card,1
u_008182,2026-04-17,active,199,bank_card,0
u_008186,2026-04-11,active,199,bank_card,0
u_008189,2025-12-30,active,199,promo,0
u_008191,2026-06-24,active,199,bank_card,0
u_008193,2026-05-12,active,199,bank_card,0
u_008198,2025-12-24,active,199,marketplace,0
u_008200,2026-03-02,active,199,bank_card,0
u_008202,2026-05-24,active,199,marketplace,0
u_008203,2026-07-10,active,199,experiment_prompt,1
u_008208,2026-06-19,active,199,marketplace,0
u_008215,2026-04-27,cancelled,199,marketplace,0
u_008222,2026-02-20,active,199,bank_card,0
u_008225,2025-07-27,active,199,partner,1
u_008237,2025-07-11,cancelled,199,marketplace,0
u_008239,2026-05-14,active,199,marketplace,0
u_008246,2026-03-29,active,199,marketplace,0
u_008258,2026-05-04,active,199,bank_card,0
u_008259,2026-06-08,active,199,promo,0
u_008264,2026-03-22,active,199,marketplace,1
u_008278,2026-03-01,active,199,experiment_prompt,0
u_008286,2026-06-23,active,199,experiment_prompt,0
u_008301,2026-04-17,active,199,experiment_prompt,0
u_008313,2026-05-17,active,199,experiment_prompt,0
u_008316,2026-05-20,active,199,experiment_prompt,1
u_008319,2026-07-17,active,199,experiment_prompt,0
u_008321,2026-06-17,active,199,marketplace,0
u_008324,2026-06-24,active,199,experiment_prompt,0
u_008328,2026-04-06,active,199,experiment_prompt,1
u_008332,2025-11-30,active,199,promo,0
u_008344,2026-03-24,active,199,marketplace,1
u_008348,2025-07-24,active,199,bank_card,0
u_008349,2026-06-11,active,199,marketplace,0
u_008358,2026-06-23,active,199,bank_card,0
u_008363,2026-05-26,active,199,experiment_prompt,0
u_008365,2026-04-08,active,199,marketplace,0
u_008374,2025-12-19,active,199,marketplace,1
u_008375,2025-12-20,active,199,marketplace,1
u_008376,2026-06-18,active,199,marketplace,1
u_008379,2026-06-13,active,199,marketplace,1
u_008388,2026-02-27,active,199,marketplace,0
u_008409,2026-05-19,active,199,marketplace,0
u_008410,2026-04-01,active,199,bank_card,1
u_008413,2025-11-29,active,199,bank_card,0
u_008430,2025-08-15,active,199,experiment_prompt,0
u_008431,2026-06-01,active,199,bank_card,0
u_008433,2026-07-08,cancelled,199,promo,0
u_008442,2026-06-14,active,199,experiment_prompt,0
u_008443,2026-07-27,active,199,marketplace,1
u_008445,2026-02-17,active,199,promo,0
u_008453,2026-07-13,active,199,experiment_prompt,1
u_008454,2026-05-20,active,199,marketplace,0
u_008456,2026-02-04,active,199,experiment_prompt,0
u_008457,2026-05-15,active,199,marketplace,0
u_008458,2026-07-09,cancelled,199,experiment_prompt,1
u_008465,2026-04-05,active,199,marketplace,1
u_008469,2026-02-04,active,199,experiment_prompt,0
u_008471,2026-06-08,active,199,marketplace,0
u_008472,2025-12-31,active,199,experiment_prompt,1
u_008481,2026-02-11,active,199,marketplace,0
u_008488,2026-06-06,active,199,experiment_prompt,0
u_008497,2025-12-11,active,199,marketplace,0
u_008505,2026-04-07,active,199,bank_card,0
u_008506,2026-04-12,active,199,bank_card,0
u_008516,2026-03-15,active,199,experiment_prompt,0
u_008530,2026-05-21,active,199,marketplace,0
u_008533,2026-06-23,cancelled,199,experiment_prompt,0
u_008535,2026-05-18,active,199,bank_card,0
u_008540,2026-01-10,active,199,bank_card,1
u_008547,2026-04-06,cancelled,199,marketplace,0
u_008549,2026-03-19,active,199,promo,0
u_008555,2026-06-27,active,199,marketplace,0
u_008559,2026-05-10,active,199,experiment_prompt,0
u_008564,2026-04-17,active,199,experiment_prompt,0
u_008588,2026-04-07,active,199,bank_card,0
u_008589,2026-04-11,active,199,marketplace,1
u_008596,2026-03-06,active,199,bank_card,0
u_008614,2026-01-29,active,199,marketplace,1
u_008620,2026-06-11,active,199,marketplace,0
u_008630,2026-04-08,active,199,marketplace,1
u_008634,2026-05-08,active,199,promo,0
u_008642,2026-02-07,active,199,marketplace,0
u_008652,2026-04-30,active,199,promo,0
u_008667,2026-03-15,active,199,bank_card,1
u_008672,2025-12-12,active,199,experiment_prompt,0
u_008674,2025-12-29,active,199,promo,1
u_008680,2026-06-30,active,199,experiment_prompt,0
u_008691,2025-10-23,active,199,experiment_prompt,0
u_008693,2026-03-02,active,199,marketplace,0
u_008694,2025-10-02,active,199,marketplace,1
u_008695,2026-04-07,active,199,bank_card,0
u_008697,2024-12-03,active,199,bank_card,0
u_008705,2026-07-19,active,199,bank_card,0
u_008712,2026-02-14,active,199,experiment_prompt,1
u_008715,2026-07-19,active,199,promo,1
u_008717,2025-11-30,active,199,experiment_prompt,0
u_008726,2026-03-02,active,199,bank_card,1
u_008729,2026-05-24,active,199,marketplace,0
u_008740,2026-07-26,active,199,marketplace,0
u_008741,2026-07-01,active,199,bank_card,1
u_008744,2026-06-25,active,199,bank_card,0
u_008751,2025-08-30,active,199,marketplace,0
u_008758,2026-02-03,active,199,marketplace,0
u_008768,2026-07-21,active,199,experiment_prompt,1
u_008782,2026-04-20,active,199,marketplace,0
u_008791,2026-06-29,active,199,promo,0
u_008803,2026-05-20,active,199,promo,0
u_008823,2026-06-17,active,199,bank_card,0
u_008824,2026-03-02,active,199,bank_card,0
u_008836,2025-11-13,active,199,experiment_prompt,0
u_008837,2026-01-21,active,199,marketplace,0
u_008847,2025-11-26,active,199,marketplace,1
u_008848,2026-05-20,active,199,marketplace,0
u_008850,2026-06-03,active,199,marketplace,0
u_008859,2026-05-05,active,199,marketplace,0
u_008860,2025-10-31,active,199,marketplace,0
u_008862,2026-07-29,active,199,promo,1
u_008866,2026-02-19,active,199,experiment_prompt,0
u_008882,2026-07-06,active,199,marketplace,0
u_008889,2026-06-29,active,199,marketplace,0
u_008893,2025-11-04,active,199,marketplace,0
u_008894,2026-05-09,active,199,marketplace,0
u_008897,2026-06-21,active,199,promo,0
u_008907,2026-02-01,active,199,marketplace,0
u_008913,2026-06-30,active,199,experiment_prompt,0
u_008915,2026-02-04,active,199,marketplace,0
u_008919,2026-01-16,active,199,promo,0
u_008921,2025-10-14,active,199,marketplace,1
u_008925,2025-12-27,active,199,promo,0
u_008930,2026-06-18,active,199,experiment_prompt,0
u_008931,2025-12-25,active,199,marketplace,0
u_008947,2026-05-12,active,199,marketplace,0
u_008949,2026-03-21,active,199,partner,1
u_008953,2025-12-15,active,199,promo,0
u_008970,2026-05-11,cancelled,199,marketplace,1
u_008986,2025-11-01,active,199,promo,0
u_008987,2026-01-19,active,199,marketplace,0
u_009006,2026-05-26,active,199,marketplace,0
u_009007,2026-05-20,active,199,promo,0
u_009027,2026-06-28,active,199,marketplace,1
u_009028,2026-03-30,active,199,bank_card,0
u_009031,2026-05-22,active,199,bank_card,0
u_009053,2025-12-30,active,199,marketplace,0
u_009062,2025-09-16,active,199,experiment_prompt,0
u_009076,2026-03-11,active,199,bank_card,1
u_009081,2026-03-13,active,199,bank_card,1
u_009089,2026-05-19,active,199,bank_card,0
u_009102,2026-01-22,active,199,marketplace,0
u_009117,2025-12-31,active,199,promo,0
u_009118,2026-02-10,active,199,marketplace,0
u_009125,2026-04-04,active,199,marketplace,0
u_009128,2026-04-09,active,199,marketplace,0
u_009131,2026-02-12,active,199,marketplace,0
u_009133,2026-06-25,active,199,marketplace,0
u_009138,2025-09-25,active,199,marketplace,0
u_009146,2025-03-22,cancelled,199,marketplace,0
u_009154,2026-07-19,active,199,marketplace,1
u_009165,2026-02-08,active,199,marketplace,0
