order_id,user_id,session_id,click_id,order_date,product_id,category,gmv_rub,discount_rub,delivery_fee_rub,payment_type,is_returned,return_date,gross_margin_rub
ord_000001065,u_007122,ss_00023352,clk_0000012886,2026-07-07,p_01976,Sports,905,100,105,ozon_card,0,,212.49
ord_000001066,u_007130,ss_00023381,clk_0000012902,2026-07-08,p_01103,Sports,1525,170,188,sberpay,0,,383.08
ord_000001067,u_007156,ss_00023460,clk_0000012947,2026-07-05,p_00339,FMCG,190,21,0,bank_card,0,,8.99
ord_000001068,u_007164,ss_00023481,clk_0000012959,2026-07-14,p_04162,Fashion,1499,31,206,cash_on_delivery,1,2026-07-24,-44.97
ord_000001069,u_007181,ss_00023529,clk_0000012978,2026-07-10,p_03709,Beauty,1058,33,213,bank_card,0,,312.96
ord_000001070,u_007185,ss_00023545,clk_0000012982,2026-07-21,p_02191,Home,802,89,203,ozon_card,0,,145.96
ord_000001071,u_007200,ss_00023592,clk_0000013006,2026-07-12,p_00799,Fashion,2011,0,226,cash_on_delivery,0,,453.88
ord_000001072,u_007206,ss_00023611,clk_0000013016,2026-07-03,p_01022,Home,2023,0,206,ozon_card,0,,330.96
ord_000001073,u_007207,ss_00023612,clk_0000013018,2026-07-17,p_03305,Kids,2309,0,191,bank_card,0,,437.79
ord_000001074,u_007211,ss_00023631,clk_0000013029,2026-07-20,p_01883,Books,998,0,0,ozon_card,0,,150.6
ord_000001075,u_007213,ss_00023634,clk_0000013031,2026-07-03,p_04164,Auto,1165,61,58,ozon_card,0,,67.34
ord_000001076,u_007219,ss_00023652,clk_0000013036,2026-07-29,p_02274,FMCG,709,0,0,sberpay,0,,28.36
ord_000001077,u_007225,ss_00023670,clk_0000013046,2026-07-25,p_01441,Kids,831,26,188,ozon_card,0,,174.09
ord_000001078,u_007228,ss_00023677,clk_0000013049,2026-07-01,p_01298,Pet,1217,38,195,installment,0,,244.74
ord_000001079,u_007233,ss_00023697,clk_0000013056,2026-07-07,p_03350,Fashion,939,0,209,cash_on_delivery,0,,183.57
ord_000001080,u_007238,ss_00023714,clk_0000013060,2026-07-23,p_02093,Sports,556,0,325,ozon_card,0,,121.54
ord_000001081,u_007255,ss_00023763,clk_0000013079,2026-07-17,p_01238,Sports,1318,69,83,ozon_card,1,2026-08-02,-39.54
ord_000001082,u_007264,ss_00023792,clk_0000013107,2026-07-15,p_02438,Fashion,1370,72,0,cash_on_delivery,1,2026-07-19,-41.1
ord_000001083,u_007264,ss_00023798,clk_0000013108,2026-07-24,p_00430,Sports,901,28,0,installment,0,,222.1
ord_000001084,u_007268,ss_00023814,clk_0000013117,2026-07-25,p_03474,Electronics,5341,594,0,bank_card,1,2026-08-27,-160.23
ord_000001085,u_007277,ss_00023834,clk_0000013128,2026-07-21,p_02021,Sports,921,0,0,ozon_card,0,,185.49
ord_000001086,u_007296,ss_00023896,clk_0000013159,2026-07-13,p_02301,Fashion,473,65,208,ozon_card,0,,128.23
ord_000001087,u_007312,ss_00023944,clk_0000013176,2026-07-15,p_03728,FMCG,138,15,281,sberpay,0,,12.46
ord_000001088,u_007333,ss_00024029,clk_0000013233,2026-07-24,p_03148,Kids,450,0,287,ozon_card,1,2026-08-19,-13.5
ord_000001089,u_007340,ss_00024053,clk_0000013243,2026-07-19,p_01149,Beauty,485,0,201,bank_card,0,,161.7
ord_000001090,u_007353,ss_00024122,clk_0000013287,2026-07-24,p_01651,Auto,2874,89,252,ozon_card,0,,380.81
ord_000001091,u_007358,ss_00024135,clk_0000013295,2026-07-09,p_01930,Sports,446,0,280,ozon_card,0,,88.35
ord_000001092,u_007365,ss_00024155,clk_0000013306,2026-07-22,p_03649,Fashion,3143,64,0,bank_card,0,,736.09
ord_000001093,u_007367,ss_00024161,clk_0000013310,2026-07-17,p_01488,Fashion,1034,54,205,bank_card,1,2026-07-26,-31.02
ord_000001094,u_007369,ss_00024163,clk_0000013312,2026-07-28,p_03495,Electronics,4021,124,0,ozon_card,0,,358.67
ord_000001095,u_007373,ss_00024186,clk_0000013326,2026-07-12,p_01926,Home,2613,0,199,bank_card,0,,327.41
ord_000001096,u_007379,ss_00024203,clk_0000013338,2026-07-25,p_00034,Kids,1462,0,207,sberpay,0,,186.7
ord_000001097,u_007384,ss_00024217,clk_0000013344,2026-07-12,p_03251,Electronics,5590,173,75,sberpay,0,,649.0
ord_000001098,u_007386,ss_00024227,clk_0000013347,2026-07-13,p_04426,Home,772,41,0,sberpay,0,,120.28
ord_000001099,u_007389,ss_00024240,clk_0000013352,2026-07-27,p_02287,Pet,1237,0,129,installment,0,,285.0
ord_000001100,u_007391,ss_00024248,clk_0000013356,2026-07-18,p_01922,Sports,1404,0,156,cash_on_delivery,0,,310.0
ord_000001101,u_007392,ss_00024249,clk_0000013358,2026-07-16,p_00097,FMCG,527,93,104,ozon_card,0,,102.55
ord_000001102,u_007397,ss_00024270,clk_0000013368,2026-07-11,p_01748,Fashion,1560,82,248,bank_card,0,,365.2
ord_000001103,u_007404,ss_00024287,clk_0000013380,2026-07-06,p_00609,Home,1643,51,0,cash_on_delivery,0,,284.07
ord_000001104,u_007411,ss_00024311,clk_0000013388,2026-07-08,p_02572,Electronics,4172,0,0,ozon_card,0,,445.15
ord_000001105,u_007426,ss_00024355,clk_0000013418,2026-07-11,p_02488,Home,2139,0,251,bank_card,0,,567.05
ord_000001106,u_007432,ss_00024383,clk_0000013429,2026-07-30,p_02940,Electronics,2477,0,217,sberpay,0,,99.08
ord_000001107,u_007438,ss_00024403,clk_0000013437,2026-07-12,p_01821,Home,1931,0,220,ozon_card,0,,364.57
ord_000001108,u_007451,ss_00024445,clk_0000013456,2026-07-21,p_00782,Sports,1349,150,218,ozon_card,0,,354.38
ord_000001109,u_007461,ss_00024478,clk_0000013471,2026-07-20,p_01442,Beauty,1472,46,276,ozon_card,0,,358.28
ord_000001110,u_007462,ss_00024484,clk_0000013473,2026-07-27,p_01962,FMCG,656,34,134,sberpay,0,,121.1
ord_000001111,u_007467,ss_00024504,clk_0000013486,2026-07-03,p_03681,Home,4132,128,0,bank_card,0,,794.17
ord_000001112,u_007476,ss_00024534,clk_0000013508,2026-07-02,p_00746,Home,1235,137,175,ozon_card,0,,297.14
ord_000001113,u_007482,ss_00024560,clk_0000013521,2026-07-29,p_01307,Fashion,1188,62,263,ozon_card,1,2026-08-27,-35.64
ord_000001114,u_007498,ss_00024610,clk_0000013544,2026-07-25,p_01215,Beauty,2690,142,249,bank_card,0,,476.67
ord_000001115,u_007507,ss_00024631,clk_0000013557,2026-07-24,p_02578,Books,574,0,375,installment,0,,69.45
ord_000001116,u_007507,ss_00024634,clk_0000013559,2026-07-22,p_00220,Books,457,0,279,sberpay,0,,95.33
ord_000001117,u_007515,ss_00024658,clk_0000013575,2026-07-13,p_03809,Electronics,2838,0,216,sberpay,0,,211.15
ord_000001118,u_007517,ss_00024666,clk_0000013580,2026-07-10,p_03146,Beauty,879,0,0,bank_card,0,,168.06
ord_000001119,u_007519,ss_00024680,clk_0000013586,2026-07-01,p_03579,Electronics,8197,0,346,sberpay,0,,1502.51
ord_000001120,u_007530,ss_00024710,clk_0000013599,2026-07-22,p_01251,Kids,684,36,154,bank_card,0,,106.7
ord_000001121,u_007538,ss_00024728,clk_0000013608,2026-07-06,p_03762,Fashion,520,27,311,ozon_card,0,,138.27
ord_000001122,u_007545,ss_00024747,clk_0000013622,2026-07-19,p_01473,Electronics,4164,129,199,ozon_card,0,,229.85
ord_000001123,u_007549,ss_00024758,clk_0000013628,2026-07-22,p_03393,Books,167,30,139,bank_card,1,2026-07-28,-5.01
ord_000001124,u_007561,ss_00024796,clk_0000013640,2026-07-26,p_04406,Pet,1380,244,232,cash_on_delivery,0,,191.54
ord_000001125,u_007564,ss_00024804,clk_0000013643,2026-07-30,p_03029,Sports,1473,164,199,ozon_card,0,,267.79
ord_000001126,u_007564,ss_00024804,clk_0000013644,2026-07-30,p_03289,Electronics,5179,575,112,bank_card,0,,458.86
ord_000001127,u_007565,ss_00024807,clk_0000013645,2026-07-18,p_01099,Auto,1890,210,144,bank_card,0,,352.67
ord_000001128,u_007578,ss_00024841,clk_0000013663,2026-07-18,p_00307,Auto,774,41,226,installment,0,,135.76
ord_000001129,u_007581,ss_00024849,clk_0000013668,2026-07-29,p_04288,Books,243,27,316,ozon_card,0,,23.43
ord_000001130,u_007584,ss_00024860,clk_0000013674,2026-07-29,p_04124,Kids,829,0,0,bank_card,0,,168.7
ord_000001131,u_007598,ss_00024903,clk_0000013708,2026-07-08,p_00557,Electronics,2223,0,160,ozon_card,0,,267.2
ord_000001132,u_007622,ss_00024967,clk_0000013738,2026-07-12,p_02997,Kids,629,0,169,cash_on_delivery,0,,141.97
ord_000001133,u_007638,ss_00025013,clk_0000013762,2026-07-09,p_02554,Fashion,1860,0,59,ozon_card,0,,640.03
ord_000001134,u_007652,ss_00025069,clk_0000013788,2026-07-24,p_03135,Beauty,388,20,0,installment,0,,89.28
ord_000001135,u_007654,ss_00025081,clk_0000013794,2026-07-05,p_01749,Beauty,1005,53,58,ozon_card,0,,280.6
ord_000001136,u_007656,ss_00025091,clk_0000013800,2026-07-12,p_04309,FMCG,446,14,203,sberpay,0,,75.11
ord_000001137,u_007657,ss_00025093,clk_0000013804,2026-07-17,p_03801,Kids,1566,48,,bank_card,0,,397.92
ord_000001138,u_007678,ss_00025147,clk_0000013834,2026-07-10,p_00257,Electronics,2215,117,252,bank_card,0,,389.4
ord_000001139,u_007681,ss_00025156,clk_0000013837,2026-07-06,p_04184,FMCG,510,27,302,sberpay,0,,71.86
ord_000001140,u_007687,ss_00025169,clk_0000013842,2026-07-03,p_03780,Beauty,541,60,259,bank_card,0,,159.16
ord_000001141,u_007691,ss_00025182,clk_0000013852,2026-07-23,p_03356,Pet,559,0,188,installment,0,,90.95
ord_000001142,u_007693,ss_00025189,clk_0000013856,2026-07-15,p_02883,Auto,2453,273,175,installment,0,,337.04
ord_000001143,u_007743,ss_00025333,clk_0000013931,2026-07-30,p_03391,Electronics,3213,0,215,cash_on_delivery,0,,531.11
ord_000001144,u_007754,ss_00025356,clk_0000013947,2026-07-06,p_00133,Home,2099,0,96,ozon_card,0,,557.07
ord_000001145,u_007767,ss_00025396,clk_0000013969,2026-07-15,p_01084,Fashion,1924,262,332,bank_card,0,,387.69
ord_000001146,u_007772,ss_00025411,clk_0000013975,2026-07-10,p_02929,Beauty,359,40,211,installment,0,,108.88
ord_000001147,u_007773,ss_00025419,clk_0000013980,2026-07-01,p_00793,Home,2522,280,,ozon_card,0,,413.86
ord_000001148,u_007780,ss_00025442,clk_0000014001,2026-07-29,p_04278,FMCG,354,39,0,ozon_card,0,,48.25
ord_000001149,u_007783,ss_00025457,clk_0000014009,2026-07-14,p_02414,Fashion,2954,155,290,bank_card,0,,640.43
ord_000001150,u_007797,ss_00025506,clk_0000014030,2026-07-21,p_00080,Electronics,4635,0,,ozon_card,0,,541.83
ord_000001151,u_007798,ss_00025509,clk_0000014033,2026-07-04,p_01261,Sports,722,80,185,bank_card,0,,205.12
ord_000001152,u_007802,ss_00025519,clk_0000014040,2026-07-30,p_00701,Pet,3255,362,0,bank_card,0,,829.7
ord_000001153,u_007817,ss_00025581,clk_0000014077,2026-07-17,p_04104,Pet,998,0,46,bank_card,0,,218.36
ord_000001154,u_007819,ss_00025589,clk_0000014082,2026-07-19,p_01128,Books,284,9,293,bank_card,0,,41.52
ord_000001155,u_007825,ss_00025610,clk_0000014093,2026-07-08,p_01387,FMCG,832,26,81,bank_card,0,,136.53
ord_000001156,u_007837,ss_00025645,clk_0000014114,2026-07-04,p_04092,Books,517,16,180,sberpay,0,,47.2
ord_000001157,u_007847,ss_00025677,clk_0000014136,2026-07-26,p_00764,Fashion,2172,114,,ozon_card,0,,498.69
ord_000001158,u_007852,ss_00025701,clk_0000014157,2026-07-08,p_01519,Kids,1636,0,183,bank_card,0,,425.36
ord_000001159,u_007859,ss_00025720,clk_0000014166,2026-07-22,p_01300,Electronics,2879,0,227,bank_card,0,,322.74
ord_000001160,u_007870,ss_00025752,clk_0000014181,2026-07-16,p_01500,Fashion,1789,316,0,ozon_card,0,,237.22
ord_000001161,u_007873,ss_00025764,clk_0000014186,2026-07-18,p_02467,Home,913,48,0,ozon_card,0,,172.74
ord_000001162,u_007892,ss_00025826,clk_0000014213,2026-07-16,p_00517,Auto,1493,46,283,bank_card,0,,261.57
ord_000001163,u_007907,ss_00025890,clk_0000014241,2026-07-18,p_01206,Electronics,6210,690,0,bank_card,0,,943.92
ord_000001164,u_007922,ss_00025944,clk_0000014272,2026-07-11,p_00753,Electronics,5402,600,253,cash_on_delivery,0,,289.55
ord_000001165,u_007924,ss_00025952,clk_0000014275,2026-07-15,p_00009,Home,3168,352,0,cash_on_delivery,0,,627.9
ord_000001166,u_007926,ss_00025957,clk_0000014281,2026-07-21,p_03869,Sports,897,0,303,bank_card,0,,191.51
ord_000001167,u_007926,ss_00025958,clk_0000014282,2026-07-25,p_00454,Kids,1125,199,0,bank_card,0,,184.39
ord_000001168,u_007930,ss_00025966,clk_0000014287,2026-07-11,p_00928,Beauty,544,11,61,ozon_card,0,,131.32
ord_000001169,u_007938,ss_00025988,clk_0000014296,2026-07-03,p_00853,Home,2614,0,0,bank_card,0,,680.95
ord_000001170,u_007950,ss_00026029,clk_0000014315,2026-07-14,p_00957,Home,1033,0,202,sberpay,0,,138.11
ord_000001171,u_007950,ss_00026030,clk_0000014317,2026-07-21,p_04252,Beauty,2344,48,163,bank_card,0,,581.78
ord_000001172,u_007961,ss_00026055,clk_0000014333,2026-07-17,p_00435,Home,1713,53,150,bank_card,0,,324.61
ord_000001173,u_007970,ss_00026075,clk_0000014342,2026-07-03,p_01363,Beauty,1146,35,0,sberpay,0,,313.66
ord_000001174,u_007971,ss_00026079,clk_0000014343,2026-07-08,p_04147,Sports,977,30,0,ozon_card,0,,157.88
ord_000001175,u_007972,ss_00026083,clk_0000014346,2026-07-21,p_02454,Beauty,506,10,0,bank_card,1,2026-08-20,-15.18
ord_000001176,u_007973,ss_00026085,clk_0000014351,2026-07-12,p_03423,Electronics,5135,0,0,installment,0,,572.55
ord_000001177,u_007977,ss_00026099,clk_0000014362,2026-07-15,p_00563,Pet,634,20,138,ozon_card,0,,117.23
ord_000001178,u_007984,ss_00026125,clk_0000014381,2026-07-09,p_00196,Fashion,1564,48,150,bank_card,0,,377.71
ord_000001179,u_007988,ss_00026137,clk_0000014389,2026-07-19,p_01935,Home,3329,175,0,cash_on_delivery,0,,672.13
ord_000001180,u_007999,ss_00026170,clk_0000014410,2026-07-24,p_00686,Beauty,533,28,199,ozon_card,0,,156.06
ord_000001181,u_008012,ss_00026208,clk_0000014428,2026-07-21,p_02520,Electronics,9596,1066,183,bank_card,0,,1272.43
ord_000001182,u_008016,ss_00026222,clk_0000014435,2026-07-19,p_04002,Electronics,1326,0,0,installment,0,,169.99
ord_000001183,u_008028,ss_00026258,clk_0000014452,2026-07-04,p_02498,Pet,956,0,161,ozon_card,0,,144.55
ord_000001184,u_008029,ss_00026264,clk_0000014454,2026-07-20,p_04385,Home,1502,46,120,ozon_card,0,,392.92
ord_000001185,u_008040,ss_00026296,clk_0000014470,2026-07-07,p_00573,Beauty,494,67,0,sberpay,0,,133.92
ord_000001186,u_008040,ss_00026299,clk_0000014472,2026-07-09,p_04179,FMCG,661,0,,bank_card,1,2026-07-22,-19.83
ord_000001187,u_008041,ss_00026301,clk_0000014474,2026-07-09,p_04127,Home,605,32,166,ozon_card,0,,114.95
ord_000001188,u_008047,ss_00026321,clk_0000014482,2026-07-30,p_03601,Kids,701,0,0,bank_card,0,,117.0
ord_000001189,u_008047,ss_00026321,clk_0000014484,2026-07-30,p_03236,Kids,1719,53,0,ozon_card,0,,327.99
ord_000001190,u_008050,ss_00026336,clk_0000014490,2026-07-19,p_02593,Auto,1366,72,305,bank_card,0,,190.69
ord_000001191,u_008054,ss_00026349,clk_0000014500,2026-07-05,p_04055,Pet,1021,0,252,bank_card,0,,149.27
ord_000001192,u_008064,ss_00026380,clk_0000014518,2026-07-17,p_01808,Electronics,4617,513,0,bank_card,0,,313.03
ord_000001193,u_008064,ss_00026380,clk_0000014520,2026-07-17,p_03750,Sports,1271,0,,ozon_card,0,,288.26
ord_000001194,u_008071,ss_00026407,clk_0000014529,2026-07-20,p_03847,Kids,925,49,141,bank_card,0,,210.62
ord_000001195,u_008076,ss_00026420,clk_0000014535,2026-07-12,p_00138,Auto,1855,206,193,ozon_card,1,2026-07-31,-55.65
ord_000001196,u_008080,ss_00026432,clk_0000014543,2026-07-24,p_00652,Kids,839,0,418,sberpay,0,,142.29
ord_000001197,u_008081,ss_00026434,clk_0000014544,2026-07-19,p_00788,Electronics,1250,39,178,sberpay,0,,121.88
ord_000001198,u_008085,ss_00026446,clk_0000014547,2026-07-18,p_00833,Home,1234,0,226,ozon_card,0,,128.95
ord_000001199,u_008089,ss_00026455,clk_0000014550,2026-07-29,p_01950,Sports,1894,210,191,bank_card,0,,317.81
ord_000001200,u_008091,ss_00026464,clk_0000014556,2026-07-04,p_03369,Beauty,1824,0,180,bank_card,0,,558.14
ord_000001201,u_008106,ss_00026528,clk_0000014591,2026-07-13,p_02812,FMCG,495,0,97,installment,0,,96.53
ord_000001202,u_008110,ss_00026539,clk_0000014600,2026-07-16,p_01632,Books,209,23,0,bank_card,0,,46.29
ord_000001203,u_008112,ss_00026545,clk_0000014602,2026-07-17,p_04193,Auto,3955,208,0,cash_on_delivery,0,,612.63
ord_000001204,u_008117,ss_00026556,clk_0000014612,2026-07-18,p_00875,Electronics,11702,1300,,cash_on_delivery,0,,959.56
ord_000001205,u_008117,ss_00026558,clk_0000014613,2026-07-07,p_02964,FMCG,280,15,450,sberpay,1,2026-07-13,-8.4
ord_000001206,u_008122,ss_00026570,clk_0000014624,2026-07-10,p_02205,Home,1836,0,245,installment,0,,438.25
ord_000001207,u_008127,ss_00026589,clk_0000014637,2026-07-08,p_00949,Electronics,3078,0,0,cash_on_delivery,0,,326.27
ord_000001208,u_008129,ss_00026596,clk_0000014644,2026-07-29,p_00328,Pet,434,77,285,installment,0,,74.73
ord_000001209,u_008153,ss_00026692,clk_0000014689,2026-07-20,p_02000,Fashion,819,0,146,cash_on_delivery,1,2026-08-08,-24.57
ord_000001210,u_008157,ss_00026706,clk_0000014698,2026-07-13,p_00262,Fashion,1668,34,235,bank_card,0,,520.08
ord_000001211,u_008164,ss_00026730,clk_0000014712,2026-07-23,p_00966,Fashion,1152,157,0,installment,0,,258.85
ord_000001212,u_008179,ss_00026787,clk_0000014757,2026-07-04,p_00653,Electronics,2546,79,202,bank_card,0,,101.84
ord_000001213,u_008184,ss_00026802,clk_0000014762,2026-07-11,p_02915,Beauty,265,36,60,sberpay,0,,63.86
ord_000001214,u_008197,ss_00026841,clk_0000014777,2026-07-01,p_01199,Auto,3112,164,0,sberpay,1,2026-07-22,-93.36
ord_000001215,u_008199,ss_00026851,clk_0000014786,2026-07-22,p_00960,Books,396,21,245,ozon_card,0,,66.41
ord_000001216,u_008210,ss_00026892,clk_0000014802,2026-07-08,p_02444,Beauty,331,0,234,cash_on_delivery,0,,122.77
ord_000001217,u_008211,ss_00026896,clk_0000014805,2026-07-25,p_04413,Electronics,4541,0,146,ozon_card,0,,527.66
ord_000001218,u_008214,ss_00026902,clk_0000014809,2026-07-24,p_00854,Pet,345,61,144,bank_card,0,,57.68
ord_000001219,u_008226,ss_00026959,clk_0000014847,2026-07-29,p_03439,Home,1299,0,164,sberpay,0,,253.05
ord_000001220,u_008227,ss_00026963,clk_0000014849,2026-07-02,p_03874,Sports,1548,172,99,sberpay,0,,395.36
ord_000001221,u_008237,ss_00027001,clk_0000014864,2026-07-06,p_01391,FMCG,565,17,0,bank_card,0,,109.89
ord_000001222,u_008239,ss_00027018,clk_0000014877,2026-07-17,p_03859,Electronics,2220,247,0,bank_card,0,,182.26
ord_000001223,u_008244,ss_00027030,clk_0000014886,2026-07-03,p_03409,Beauty,1010,31,96,ozon_card,0,,271.69
ord_000001224,u_008249,ss_00027040,clk_0000014893,2026-07-10,p_04356,Home,913,101,230,bank_card,0,,173.74
ord_000001225,u_008273,ss_00027112,clk_0000014935,2026-07-27,p_04002,Electronics,1193,133,,bank_card,0,,152.94
ord_000001226,u_008277,ss_00027135,clk_0000014959,2026-07-12,p_04092,Books,533,0,106,bank_card,0,,48.66
ord_000001227,u_008282,ss_00027153,clk_0000014967,2026-07-02,p_02405,Electronics,5604,173,313,ozon_card,0,,769.43
ord_000001228,u_008295,ss_00027202,clk_0000014994,2026-07-18,p_03425,Kids,852,0,194,ozon_card,0,,155.92
ord_000001229,u_008303,ss_00027234,clk_0000015016,2026-07-17,p_03919,Home,710,79,363,ozon_card,0,,147.04
ord_000001230,u_008305,ss_00027240,clk_0000015018,2026-07-05,p_04178,Fashion,2064,42,174,bank_card,0,,434.47
ord_000001231,u_008306,ss_00027245,clk_0000015024,2026-07-19,p_03110,Fashion,2124,236,260,bank_card,0,,449.23
ord_000001232,u_008316,ss_00027274,clk_0000015038,2026-07-02,p_02694,Fashion,786,87,0,installment,0,,251.76
ord_000001233,u_008323,ss_00027300,clk_0000015046,2026-07-06,p_02503,Electronics,7454,0,273,ozon_card,0,,1046.54
ord_000001234,u_008338,ss_00027359,clk_0000015078,2026-07-26,p_00613,Auto,2805,0,166,bank_card,0,,328.19
ord_000001235,u_008346,ss_00027385,clk_0000015088,2026-07-22,p_00524,FMCG,221,0,266,sberpay,0,,29.81
ord_000001236,u_008347,ss_00027387,clk_0000015090,2026-07-10,p_02271,Home,1925,214,297,bank_card,0,,380.38
ord_000001237,u_008349,ss_00027395,clk_0000015096,2026-07-21,p_04181,Electronics,4699,0,281,bank_card,0,,814.34
ord_000001238,u_008354,ss_00027409,clk_0000015105,2026-07-21,p_00556,Fashion,1444,76,254,bank_card,0,,329.23
ord_000001239,u_008360,ss_00027427,clk_0000015111,2026-07-24,p_04302,FMCG,336,18,155,ozon_card,0,,45.43
ord_000001240,u_008368,ss_00027453,clk_0000015124,2026-07-09,p_02758,FMCG,250,44,,ozon_card,0,,13.58
ord_000001241,u_008372,ss_00027462,clk_0000015129,2026-07-13,p_01134,Fashion,1449,0,249,bank_card,0,,431.08
ord_000001242,u_008377,ss_00027479,clk_0000015140,2026-07-13,p_01099,Auto,2100,0,232,installment,1,2026-07-23,-63.0
ord_000001243,u_008401,ss_00027552,clk_0000015174,2026-07-04,p_00430,Sports,901,28,121,bank_card,0,,222.1
ord_000001244,u_008404,ss_00027558,clk_0000015176,2026-07-28,p_04397,Sports,1154,36,216,cash_on_delivery,0,,283.08
ord_000001245,u_008406,ss_00027563,clk_0000015181,2026-07-09,p_02466,Kids,1131,0,255,bank_card,0,,125.54
ord_000001246,u_008412,ss_00027581,clk_0000015189,2026-07-09,p_03292,Beauty,1222,0,117,ozon_card,1,2026-07-18,-36.66
ord_000001247,u_008413,ss_00027588,clk_0000015193,2026-07-25,p_02627,Beauty,458,0,0,bank_card,0,,116.74
ord_000001248,u_008420,ss_00027608,clk_0000015203,2026-07-01,p_01870,Books,273,8,217,bank_card,0,,62.49
ord_000001249,u_008422,ss_00027611,clk_0000015205,2026-07-30,p_04068,Sports,1502,0,139,ozon_card,0,,399.98
ord_000001250,u_008440,ss_00027668,clk_0000015231,2026-07-27,p_02754,FMCG,265,8,200,cash_on_delivery,0,,43.83
ord_000001251,u_008442,ss_00027685,clk_0000015236,2026-07-13,p_03060,Beauty,265,14,193,bank_card,0,,77.67
ord_000001252,u_008444,ss_00027688,clk_0000015239,2026-07-26,p_01800,Fashion,1677,34,176,ozon_card,0,,346.8
ord_000001253,u_008445,ss_00027690,clk_0000015241,2026-07-06,p_04056,Beauty,1030,77,263,ozon_card,0,,354.42
ord_000001254,u_008451,ss_00027725,clk_0000015266,2026-07-17,p_00366,FMCG,467,0,157,cash_on_delivery,0,,49.36
ord_000001255,u_008451,ss_00027727,clk_0000015267,2026-07-22,p_01973,Auto,913,28,71,ozon_card,0,,233.82
ord_000001256,u_008453,ss_00027730,clk_0000015268,2026-07-14,p_02048,Electronics,3717,0,121,bank_card,0,,557.55
ord_000001257,u_008454,ss_00027735,clk_0000015272,2026-07-12,p_00682,Fashion,1980,149,0,installment,0,,437.98
ord_000001258,u_008471,ss_00027788,clk_0000015296,2026-07-14,p_01552,Home,1939,0,0,bank_card,0,,361.62
ord_000001259,u_008474,ss_00027804,clk_0000015300,2026-07-28,p_04173,Beauty,635,48,175,sberpay,0,,192.47
ord_000001260,u_008481,ss_00027833,clk_0000015316,2026-07-22,p_00408,FMCG,174,0,0,bank_card,0,,38.38
ord_000001261,u_008481,ss_00027834,clk_0000015317,2026-07-07,p_00334,Beauty,520,11,0,bank_card,0,,131.87
ord_000001262,u_008497,ss_00027886,clk_0000015330,2026-07-30,p_03661,Sports,1273,0,,cash_on_delivery,0,,337.09
ord_000001263,u_008499,ss_00027890,clk_0000015335,2026-07-19,p_03618,Sports,610,68,0,bank_card,0,,121.51
ord_000001264,u_008505,ss_00027910,clk_0000015344,2026-07-23,p_03900,Fashion,1438,295,353,installment,1,2026-08-28,-43.14
ord_000001265,u_008509,ss_00027932,clk_0000015354,2026-07-10,p_02911,Sports,906,28,91,sberpay,0,,163.99
ord_000001266,u_008524,ss_00027977,clk_0000015377,2026-07-26,p_03388,Home,1010,0,224,sberpay,0,,138.37
ord_000001267,u_008524,ss_00027979,clk_0000015379,2026-07-19,p_00408,FMCG,174,0,238,ozon_card,0,,38.38
ord_000001268,u_008528,ss_00027989,clk_0000015383,2026-07-21,p_04414,Fashion,268,20,166,ozon_card,0,,62.63
ord_000001269,u_008534,ss_00028017,clk_0000015395,2026-07-18,p_02270,Beauty,354,7,107,ozon_card,0,,107.01
ord_000001270,u_008535,ss_00028018,clk_0000015396,2026-07-13,p_00644,Sports,1541,48,180,bank_card,0,,389.56
ord_000001271,u_008538,ss_00028025,clk_0000015401,2026-07-02,p_01475,Auto,4875,0,0,sberpay,0,,719.55
ord_000001272,u_008539,ss_00028032,clk_0000015403,2026-07-23,p_02846,FMCG,198,0,98,ozon_card,0,,28.55
ord_000001273,u_008547,ss_00028063,clk_0000015423,2026-07-09,p_02928,Beauty,236,0,0,bank_card,0,,75.99
ord_000001274,u_008556,ss_00028093,clk_0000015445,2026-07-19,p_00423,Pet,704,78,174,ozon_card,0,,101.16
ord_000001275,u_008560,ss_00028104,clk_0000015450,2026-07-11,p_02639,Auto,1238,219,164,bank_card,0,,238.69
ord_000001276,u_008569,ss_00028130,clk_0000015463,2026-07-20,p_00869,Fashion,1710,0,0,sberpay,0,,500.35
ord_000001277,u_008576,ss_00028155,clk_0000015473,2026-07-02,p_04006,Books,128,0,210,bank_card,0,,17.63
ord_000001278,u_008586,ss_00028187,clk_0000015493,2026-07-17,p_03338,Home,1132,35,166,bank_card,0,,326.81
ord_000001279,u_008595,ss_00028221,clk_0000015508,2026-07-08,p_01945,FMCG,251,28,318,bank_card,0,,28.87
ord_000001280,u_008604,ss_00028251,clk_0000015521,2026-07-13,p_00237,Kids,777,0,196,bank_card,0,,167.6
ord_000001281,u_008606,ss_00028254,clk_0000015523,2026-07-03,p_01465,Electronics,7207,0,0,bank_card,1,2026-07-21,-216.21
ord_000001282,u_008607,ss_00028257,clk_0000015527,2026-07-10,p_03653,Fashion,683,36,118,sberpay,1,2026-08-16,-20.49
ord_000001283,u_008607,ss_00028258,clk_0000015528,2026-07-17,p_03218,Home,2650,0,137,bank_card,0,,519.13
ord_000001284,u_008621,ss_00028304,clk_0000015552,2026-07-21,p_02679,Fashion,556,42,241,cash_on_delivery,0,,129.55
ord_000001285,u_008623,ss_00028311,clk_0000015555,2026-07-13,p_01646,FMCG,679,21,165,ozon_card,0,,81.96
