seller_id,seller_type,seller_rating,is_crossborder,joined_date
s_0688,large,4.31,0,2022-07-10
s_0689,small,4.78,0,2021-11-15
s_0690,medium,4.61,0,2020-04-12
s_0691,small,4.71,0,2021-09-19
s_0692,small,4.29,0,2024-04-09
s_0693,large,4.98,0,2023-06-17
s_0694,medium,4.29,0,2021-07-30
s_0695,small,4.45,0,2022-03-27
s_0696,small,4.62,0,2020-10-26
s_0697,medium,4.58,0,2024-01-07
s_0698,small,4.55,0,2023-02-22
s_0699,small,5.0,0,2023-02-10
s_0700,small,4.6,0,2020-05-09
