user_id,registration_date,region,device,age_group,traffic_source,is_premium,is_bot_candidate
u_005872,2026-02-08,Ural,ios,18-24,email,0,0
u_005873,2026-06-22,Volga,android,45-54,affiliate,1,0
u_005874,2026-05-26,Ural,android,25-34,affiliate,0,0
u_005875,2025-06-24,Moscow,android,18-24,organic,0,0
u_005876,2025-05-15,Ural,ios,45-54,push,0,0
u_005877,2025-11-12,Ural,web,25-34,push,1,0
u_005878,2024-07-07,Moscow,ios,25-34,direct,0,1
u_005879,2025-09-06,Saint Petersburg,android,45-54,organic,0,0
u_005880,2026-03-28,Moscow,ios,18-24,paid_ads,1,0
u_005881,2026-04-22,South,ios,45-54,organic,1,0
u_005882,2025-12-15,Moscow,android,35-44,organic,1,0
u_005883,2026-07-01,South,android,35-44,organic,0,0
u_005884,2025-08-09,Moscow,android,25-34,email,0,0
u_005885,2026-06-09,Far East,web,35-44,organic,0,0
u_005886,2026-04-08,Ural,android,25-34,affiliate,0,0
u_005887,2026-04-22,Volga,android,25-34,organic,1,0
u_005888,2026-03-03,Siberia,ios,35-44,paid_ads,0,0
u_005889,2026-06-23,Saint Petersburg,android,25-34,direct,0,0
u_005890,2024-08-24,South,android,18-24,organic,1,0
u_005891,2025-10-31,Ural,ios,55+,paid_ads,0,0
u_005892,2026-02-08,Ural,ios,18-24,email,0,0
u_005893,2025-11-28,Volga,android,45-54,paid_ads,0,0
u_005894,2025-08-09,Siberia,android,55+,organic,1,0
u_005895,2025-11-21,Central Russia,android,25-34,push,1,0
u_005896,2025-11-18,Saint Petersburg,android,55+,organic,0,0
u_005897,2024-10-28,Volga,web,35-44,organic,1,0
u_005898,2024-11-25,Ural,ios,45-54,email,0,0
u_005899,2026-02-21,Moscow,ios,25-34,push,0,0
u_005900,2026-04-11,Moscow,ios,18-24,paid_ads,0,0
u_005901,2026-05-25,South,android,25-34,email,0,0
u_005902,2026-05-10,Ural,android,35-44,paid_ads,0,0
u_005903,2025-09-18,Volga,android,35-44,organic,0,0
u_005904,2024-06-09,Central Russia,web,45-54,organic,0,0
u_005905,2025-12-27,Saint Petersburg,ios,25-34,organic,1,0
u_005906,2025-07-04,South,web,25-34,organic,0,1
u_005907,2026-04-21,Saint Petersburg,web,35-44,push,0,0
u_005908,2025-08-18,Moscow,ios,35-44,paid_ads,0,0
u_005909,2025-11-07,Siberia,android,25-34,organic,1,0
u_005910,2025-07-14,Siberia,ios,55+,email,0,0
u_005911,2025-11-12,Central Russia,web,35-44,organic,0,0
u_005912,2025-04-08,Siberia,web,25-34,push,0,0
u_005913,2025-12-07,Central Russia,android,45-54,organic,0,0
u_005914,2026-01-13,Central Russia,web,45-54,push,0,0
u_005915,2026-01-08,South,android,35-44,paid_ads,0,0
u_005916,2026-04-09,Moscow,android,18-24,organic,0,0
u_005917,2026-03-11,South,android,45-54,paid_ads,0,0
u_005918,2026-02-13,Moscow,web,25-34,organic,1,0
u_005919,2025-07-20,Volga,android,45-54,push,0,0
u_005920,2026-05-09,South,ios,25-34,direct,0,0
u_005921,2026-03-26,Moscow,ios,25-34,organic,0,0
u_005922,2026-05-03,Central Russia,android,35-44,affiliate,0,0
u_005923,2026-06-10,South,android,25-34,push,0,0
u_005924,2025-12-06,Central Russia,android,25-34,paid_ads,0,0
u_005925,2026-06-13,Central Russia,android,18-24,organic,0,0
u_005926,2026-04-21,Volga,ios,45-54,organic,0,0
u_005927,2026-06-28,Siberia,ios,25-34,paid_ads,0,0
u_005928,2026-03-27,Volga,android,25-34,organic,0,0
u_005929,2026-02-27,Volga,android,35-44,affiliate,0,0
u_005930,2023-12-23,Volga,ios,25-34,direct,0,0
u_005931,2026-05-20,Siberia,ios,35-44,organic,0,0
u_005932,2024-09-17,Saint Petersburg,ios,45-54,organic,0,0
u_005933,2025-12-06,Far East,android,25-34,direct,0,0
u_005934,2025-12-16,Central Russia,android,45-54,organic,0,0
u_005935,2025-05-31,Siberia,android,25-34,email,0,0
u_005936,2025-07-05,Central Russia,ios,25-34,paid_ads,0,0
u_005937,2026-03-17,Siberia,android,18-24,affiliate,0,0
u_005938,2025-10-31,Moscow,android,35-44,email,0,0
u_005939,2025-12-25,Volga,android,25-34,organic,0,0
u_005940,2025-02-25,Central Russia,android,25-34,organic,0,0
u_005941,2024-10-17,Ural,android,35-44,affiliate,0,0
u_005942,2025-03-27,Ural,web,25-34,organic,1,0
u_005943,2026-02-27,Saint Petersburg,android,35-44,affiliate,0,0
u_005944,2026-04-25,Volga,android,25-34,paid_ads,0,0
u_005945,2026-01-15,Saint Petersburg,android,18-24,affiliate,1,0
u_005946,2025-01-31,Central Russia,ios,25-34,push,0,0
u_005947,2024-08-29,South,ios,18-24,paid_ads,0,0
u_005948,2025-01-06,Volga,ios,18-24,organic,0,0
u_005949,2026-05-16,Moscow,android,25-34,organic,0,0
u_005950,2026-06-14,Siberia,ios,25-34,affiliate,0,0
u_005951,2026-03-03,Ural,android,25-34,affiliate,0,0
u_005952,2025-06-06,Ural,web,25-34,organic,0,0
u_005953,2025-12-28,Saint Petersburg,web,18-24,organic,0,0
u_005954,2026-01-14,Moscow,ios,18-24,paid_ads,0,0
u_005955,2025-04-17,Saint Petersburg,android,55+,organic,0,0
u_005956,2026-02-06,Moscow,android,35-44,paid_ads,0,0
u_005957,2024-09-15,Volga,android,45-54,paid_ads,0,0
u_005958,2025-06-10,Volga,android,18-24,push,1,0
u_005959,2026-03-11,Central Russia,web,18-24,paid_ads,0,0
u_005960,2026-04-11,Siberia,web,18-24,push,0,0
u_005961,2025-12-31,Volga,web,25-34,paid_ads,0,0
u_005962,2021-06-06,Volga,android,35-44,push,1,0
u_005963,2026-03-25,Far East,android,18-24,email,0,0
u_005964,2026-02-20,Volga,android,35-44,push,0,0
u_005965,2026-03-27,Volga,android,25-34,push,0,0
u_005966,2025-12-12,Siberia,android,35-44,organic,0,0
u_005967,2026-06-06,Moscow,android,35-44,organic,0,0
u_005968,2025-10-31,Volga,web,25-34,organic,1,1
u_005969,2024-05-01,Moscow,ios,18-24,paid_ads,0,0
u_005970,2025-08-30,Saint Petersburg,android,25-34,organic,1,0
u_005971,2025-05-18,Volga,android,55+,direct,0,0
u_005972,2025-09-30,Central Russia,ios,45-54,paid_ads,0,0
u_005973,2026-04-24,Saint Petersburg,android,25-34,paid_ads,0,0
u_005974,2026-01-17,Central Russia,ios,25-34,paid_ads,0,0
u_005975,2025-01-21,Ural,android,35-44,email,1,0
u_005976,2026-04-25,Volga,ios,18-24,affiliate,1,0
u_005977,2026-02-23,Volga,ios,25-34,organic,0,0
u_005978,2026-06-27,Central Russia,android,18-24,organic,0,0
u_005979,2026-06-24,Volga,android,55+,email,0,0
u_005980,2025-12-14,Moscow,android,25-34,push,0,0
u_005981,2025-05-12,Moscow,ios,35-44,organic,0,0
u_005982,2025-09-19,Central Russia,ios,45-54,organic,0,0
u_005983,2022-09-26,Central Russia,android,25-34,organic,0,0
u_005984,2026-01-24,Ural,android,45-54,organic,0,0
u_005985,2026-04-13,Moscow,android,35-44,direct,0,0
u_005986,2025-04-29,Volga,android,35-44,paid_ads,0,0
u_005987,2026-03-13,Central Russia,android,18-24,push,1,0
u_005988,2024-11-20,Moscow,android,18-24,direct,0,0
u_005989,2026-05-15,Siberia,android,25-34,organic,1,0
u_005990,2025-08-28,Siberia,ios,45-54,affiliate,0,0
u_005991,2025-02-14,Central Russia,android,25-34,direct,0,0
u_005992,2025-12-20,Central Russia,android,45-54,push,1,0
u_005993,2025-09-30,South,web,45-54,direct,0,0
u_005994,2026-06-18,South,android,55+,paid_ads,0,0
u_005995,2026-06-17,Ural,android,45-54,paid_ads,0,0
u_005996,2025-12-03,Central Russia,android,45-54,paid_ads,0,0
u_005997,2025-12-26,Siberia,android,45-54,affiliate,0,0
u_005998,2026-04-22,Siberia,ios,35-44,paid_ads,1,0
u_005999,2025-12-26,Saint Petersburg,android,25-34,affiliate,0,0
u_006000,2025-06-30,Saint Petersburg,android,25-34,organic,0,0
u_006001,2026-03-11,South,android,55+,organic,0,0
u_006002,2025-01-02,Saint Petersburg,android,35-44,organic,1,0
u_006003,2025-06-17,Volga,android,25-34,affiliate,0,0
u_006004,2026-05-05,Siberia,web,35-44,organic,0,0
u_006005,2024-11-15,Moscow,android,55+,organic,0,0
u_006006,2025-09-16,Siberia,web,18-24,organic,0,0
u_006007,2026-06-02,Siberia,android,35-44,direct,0,0
u_006008,2025-10-23,Saint Petersburg,android,45-54,organic,0,0
u_006009,2026-04-04,Moscow,ios,25-34,push,0,0
u_006010,2026-06-21,Ural,android,25-34,direct,0,0
u_006011,2024-09-24,Moscow,android,18-24,organic,0,0
u_006012,2026-06-10,Moscow,ios,55+,organic,1,0
u_006013,2026-04-10,Volga,ios,25-34,organic,0,0
u_006014,2026-06-24,Central Russia,web,35-44,push,1,0
u_006015,2025-12-01,Siberia,android,25-34,push,0,0
u_006016,2025-10-23,Siberia,ios,55+,organic,0,0
u_006017,2026-06-30,South,android,25-34,organic,0,0
u_006018,2026-02-17,Moscow,android,18-24,direct,1,0
u_006019,2026-03-27,Central Russia,android,25-34,organic,0,0
u_006020,2025-08-02,Saint Petersburg,android,18-24,direct,0,0
u_006021,2025-07-12,South,android,25-34,organic,0,0
u_006022,2026-03-05,Moscow,ios,45-54,organic,0,0
u_006023,2025-05-08,Central Russia,web,35-44,organic,0,0
u_006024,2026-06-25,Volga,android,55+,push,0,0
u_006025,2025-02-04,Ural,ios,45-54,affiliate,1,0
u_006026,2025-03-21,Ural,android,25-34,organic,0,0
u_006027,2026-05-21,Saint Petersburg,android,25-34,paid_ads,1,0
u_006028,2025-11-17,Moscow,web,55+,paid_ads,1,0
u_006029,2026-05-27,Volga,android,35-44,organic,0,0
u_006030,2026-06-30,Central Russia,web,45-54,affiliate,0,0
u_006031,2025-12-19,Volga,android,25-34,organic,0,0
u_006032,2024-10-19,Central Russia,web,18-24,direct,0,0
u_006033,2026-03-24,Central Russia,android,45-54,organic,1,0
u_006034,2026-03-27,Siberia,ios,35-44,direct,1,0
u_006035,2026-03-10,Moscow,web,18-24,paid_ads,0,0
u_006036,2026-05-23,Central Russia,android,18-24,push,0,0
u_006037,2026-05-22,Volga,ios,55+,paid_ads,0,0
u_006038,2025-04-14,Moscow,android,18-24,email,0,0
u_006039,2025-10-08,Central Russia,android,25-34,organic,0,0
u_006040,2025-01-25,Ural,web,45-54,paid_ads,0,0
u_006041,2026-03-11,Central Russia,ios,35-44,organic,0,0
u_006042,2024-12-07,Volga,android,18-24,direct,0,0
u_006043,2026-03-17,South,android,35-44,direct,0,0
u_006044,2026-06-15,Volga,web,25-34,paid_ads,0,0
u_006045,2025-10-18,Central Russia,android,18-24,paid_ads,0,0
u_006046,2024-05-14,Saint Petersburg,android,55+,push,0,0
u_006047,2025-04-02,South,ios,25-34,paid_ads,0,0
u_006048,2025-10-19,Siberia,ios,25-34,organic,0,0
u_006049,2026-04-30,South,ios,45-54,email,0,0
u_006050,2025-09-14,Central Russia,ios,35-44,organic,0,0
u_006051,2025-07-31,Moscow,ios,25-34,email,1,0
u_006052,2025-05-12,Saint Petersburg,ios,35-44,direct,0,0
u_006053,2025-06-02,Volga,android,45-54,email,0,0
u_006054,2024-11-22,Volga,android,25-34,direct,0,0
u_006055,2025-12-30,Moscow,ios,25-34,organic,1,0
u_006056,2026-06-21,South,android,25-34,organic,0,0
u_006057,2026-02-11,Saint Petersburg,android,35-44,organic,1,0
u_006058,2025-06-24,Central Russia,ios,25-34,paid_ads,0,0
u_006059,2026-06-21,Ural,ios,25-34,push,0,0
u_006060,2026-06-29,Central Russia,android,25-34,organic,0,0
u_006061,2026-06-14,Siberia,web,25-34,organic,0,0
u_006062,2026-03-02,Central Russia,web,25-34,email,0,0
u_006063,2026-06-09,Moscow,android,35-44,direct,0,0
u_006064,2025-08-08,South,ios,45-54,organic,0,0
u_006065,2025-01-08,Ural,android,25-34,organic,0,0
u_006066,2026-05-06,Ural,web,18-24,paid_ads,0,0
u_006067,2026-03-11,Central Russia,web,55+,paid_ads,0,0
u_006068,2026-01-25,Moscow,android,25-34,push,0,0
u_006069,2024-03-10,Central Russia,ios,18-24,organic,0,0
u_006070,2025-10-18,South,android,18-24,organic,0,0
u_006071,2025-12-15,Volga,web,35-44,email,0,0
u_006072,2025-11-16,Volga,android,55+,organic,0,0
u_006073,2026-02-27,Volga,ios,55+,paid_ads,0,0
u_006074,2025-07-17,South,android,18-24,push,0,0
u_006075,2026-02-17,Saint Petersburg,ios,35-44,organic,0,0
u_006076,2025-09-13,Ural,android,18-24,organic,0,0
u_006077,2026-06-14,Central Russia,ios,25-34,organic,0,0
u_006078,2025-11-04,Volga,android,55+,paid_ads,0,0
u_006079,2026-02-17,Ural,ios,35-44,direct,1,0
u_006080,2025-09-19,Saint Petersburg,android,35-44,organic,0,0
u_006081,2026-05-21,Saint Petersburg,android,45-54,paid_ads,0,0
u_006082,2026-05-03,Siberia,android,45-54,affiliate,0,0
u_006083,2023-03-25,Volga,android,18-24,organic,0,0
u_006084,2025-02-18,Siberia,android,45-54,push,0,0
u_006085,2026-02-16,Central Russia,ios,45-54,organic,0,0
u_006086,2026-06-09,Central Russia,android,45-54,affiliate,0,0
u_006087,2026-02-15,Central Russia,web,45-54,direct,0,0
u_006088,2025-05-18,Ural,android,25-34,paid_ads,1,0
u_006089,2025-11-11,Saint Petersburg,ios,45-54,direct,1,0
u_006090,2025-01-20,South,android,55+,organic,0,0
u_006091,2026-06-17,Central Russia,android,25-34,organic,0,0
u_006092,2025-12-10,Moscow,android,18-24,push,0,0
u_006093,2025-07-02,Central Russia,ios,25-34,direct,1,0
u_006094,2024-12-17,Central Russia,android,35-44,organic,1,0
u_006095,2025-08-28,Far East,android,45-54,push,1,0
u_006096,2026-06-09,Moscow,ios,25-34,organic,0,0
u_006097,2025-10-15,Saint Petersburg,android,25-34,paid_ads,0,0
u_006098,2026-01-20,Siberia,android,45-54,organic,0,0
u_006099,2026-02-03,Central Russia,web,35-44,organic,0,0
u_006100,2025-12-20,South,web,55+,organic,1,0
u_006101,2026-05-13,Saint Petersburg,android,45-54,direct,0,0
u_006102,2025-03-09,Central Russia,ios,35-44,email,0,0
u_006103,2026-06-01,Central Russia,android,25-34,organic,0,0
u_006104,2026-02-23,Moscow,web,18-24,push,0,0
u_006105,2026-05-04,Central Russia,ios,25-34,paid_ads,0,0
u_006106,2025-02-13,Volga,android,25-34,affiliate,0,0
u_006107,2026-04-03,South,android,35-44,affiliate,0,0
u_006108,2026-05-08,Volga,web,25-34,paid_ads,0,0
u_006109,2026-06-20,Siberia,android,45-54,organic,0,0
u_006110,2026-03-23,Ural,android,35-44,paid_ads,0,0
u_006111,2026-05-27,Central Russia,ios,35-44,email,0,0
u_006112,2026-04-01,Central Russia,android,45-54,organic,0,0
u_006113,2025-10-30,South,android,25-34,organic,1,0
u_006114,2024-09-18,Moscow,ios,18-24,organic,0,0
u_006115,2026-02-06,South,android,25-34,push,0,0
u_006116,2026-05-17,Ural,android,18-24,organic,0,0
u_006117,2024-07-07,Moscow,android,35-44,organic,0,0
u_006118,2025-07-25,Central Russia,ios,25-34,organic,0,0
u_006119,2026-04-23,Volga,android,25-34,paid_ads,0,0
u_006120,2023-09-24,Siberia,android,55+,paid_ads,0,0
u_006121,2025-11-05,Far East,android,45-54,organic,0,0
u_006122,2026-04-24,Ural,android,35-44,organic,0,0
u_006123,2026-03-18,South,android,35-44,organic,1,0
u_006124,2026-04-01,Moscow,web,35-44,organic,1,0
u_006125,2025-02-26,Moscow,android,25-34,organic,0,0
u_006126,2026-04-29,Moscow,ios,25-34,push,0,0
u_006127,2025-08-31,Moscow,web,35-44,paid_ads,0,0
u_006128,2025-07-15,Siberia,android,45-54,paid_ads,0,0
u_006129,2025-04-07,Ural,web,25-34,organic,1,0
u_006130,2025-12-13,Volga,ios,45-54,organic,0,0
u_006131,2026-02-12,Central Russia,android,25-34,direct,0,0
u_006132,2025-09-28,Moscow,android,25-34,push,0,0
u_006133,2025-11-02,Siberia,web,18-24,direct,0,0
u_006134,2026-03-31,Volga,android,25-34,affiliate,0,0
u_006135,2026-06-19,Central Russia,android,45-54,organic,0,0
u_006136,2026-04-01,Central Russia,android,35-44,organic,0,0
u_006137,2026-04-01,Saint Petersburg,android,25-34,push,0,0
u_006138,2026-04-22,Volga,android,35-44,push,0,0
u_006139,2026-04-07,Saint Petersburg,android,35-44,affiliate,0,0
u_006140,2025-10-29,Central Russia,ios,18-24,organic,0,0
u_006141,2025-10-24,Siberia,android,25-34,organic,0,0
u_006142,2025-12-05,Moscow,android,45-54,paid_ads,1,0
u_006143,2026-03-20,Moscow,web,25-34,email,0,0
u_006144,2025-10-18,Ural,ios,35-44,organic,0,0
u_006145,2026-06-22,Moscow,android,35-44,organic,0,0
u_006146,2026-01-19,South,android,25-34,organic,0,0
u_006147,2026-06-01,Volga,ios,25-34,paid_ads,0,0
u_006148,2026-06-02,Moscow,android,35-44,affiliate,0,0
u_006149,2025-11-14,Volga,android,35-44,organic,1,0
u_006150,2025-10-28,Volga,ios,25-34,organic,0,0
u_006151,2026-06-16,Ural,web,35-44,paid_ads,0,0
u_006152,2023-10-30,Central Russia,android,25-34,organic,0,0
u_006153,2025-09-15,Central Russia,android,25-34,paid_ads,0,0
u_006154,2025-03-03,Moscow,ios,18-24,direct,0,0
u_006155,2025-06-03,Central Russia,web,35-44,paid_ads,0,0
u_006156,2026-06-18,Saint Petersburg,android,18-24,organic,0,0
u_006157,2026-06-11,Ural,ios,25-34,organic,0,0
u_006158,2025-06-14,Volga,ios,25-34,organic,0,0
u_006159,2026-04-29,Volga,web,45-54,direct,0,0
u_006160,2026-04-29,Volga,ios,35-44,push,0,0
u_006161,2023-09-27,Moscow,android,35-44,paid_ads,1,0
u_006162,2026-05-06,Siberia,web,18-24,organic,0,0
u_006163,2026-05-25,Central Russia,ios,35-44,organic,0,0
u_006164,2025-09-12,Central Russia,android,25-34,push,0,0
u_006165,2025-04-29,Ural,android,18-24,push,0,0
u_006166,2026-05-28,Siberia,ios,35-44,email,1,0
u_006167,2026-04-18,Siberia,android,18-24,organic,0,0
u_006168,2025-08-29,Ural,android,25-34,push,0,0
u_006169,2025-09-24,Far East,android,18-24,direct,1,0
u_006170,2025-06-20,Volga,ios,45-54,organic,1,0
u_006171,2025-10-05,Central Russia,android,25-34,direct,0,0
u_006172,2026-04-15,South,android,25-34,organic,0,0
u_006173,2024-06-19,Volga,android,45-54,push,0,0
u_006174,2025-01-26,Volga,ios,25-34,push,0,0
u_006175,2026-02-03,Moscow,ios,35-44,organic,0,0
u_006176,2026-06-12,Volga,ios,35-44,push,1,0
u_006177,2026-03-12,Siberia,web,25-34,push,0,0
u_006178,2026-06-22,Siberia,android,35-44,organic,0,0
u_006179,2024-01-11,Ural,android,25-34,paid_ads,0,0
u_006180,2025-03-28,Ural,ios,18-24,organic,0,0
u_006181,2025-06-17,Siberia,ios,18-24,organic,0,0
u_006182,2026-05-27,Volga,ios,35-44,affiliate,0,0
u_006183,2025-04-16,Moscow,web,25-34,organic,0,0
u_006184,2025-11-18,Volga,android,45-54,affiliate,0,0
u_006185,2025-12-20,Siberia,ios,25-34,organic,0,0
u_006186,2026-05-31,Volga,android,35-44,organic,1,0
u_006187,2024-04-29,Siberia,android,55+,organic,0,0
u_006188,2025-10-30,Volga,android,25-34,organic,0,0
u_006189,2025-11-11,Central Russia,android,18-24,organic,0,0
u_006190,2024-03-06,Central Russia,web,55+,direct,0,0
u_006191,2026-06-15,Central Russia,web,25-34,organic,0,0
u_006192,2026-02-15,Ural,android,18-24,organic,0,0
u_006193,2026-04-26,Moscow,android,55+,direct,0,0
u_006194,2025-04-20,Volga,ios,18-24,organic,0,0
u_006195,2025-10-26,Ural,android,35-44,push,0,0
u_006196,2026-05-13,Moscow,android,45-54,paid_ads,0,0
u_006197,2026-03-01,Volga,android,45-54,paid_ads,1,0
u_006198,2025-05-01,Saint Petersburg,web,25-34,organic,0,0
u_006199,2024-07-31,Ural,web,18-24,affiliate,0,0
u_006200,2026-06-03,Volga,android,18-24,organic,0,0
u_006201,2026-04-05,Ural,android,45-54,push,0,0
u_006202,2026-03-12,Central Russia,android,35-44,push,1,0
u_006203,2025-12-20,Central Russia,web,45-54,organic,0,0
u_006204,2026-02-14,Siberia,android,18-24,email,0,0
u_006205,2025-01-01,Ural,android,25-34,organic,0,0
u_006206,2026-01-30,Siberia,ios,25-34,paid_ads,0,0
u_006207,2025-04-19,Central Russia,ios,35-44,organic,0,0
u_006208,2025-03-22,Ural,android,35-44,organic,1,0
u_006209,2025-02-07,Central Russia,android,18-24,paid_ads,0,0
u_006210,2025-12-20,South,android,18-24,organic,0,0
u_006211,2025-12-07,South,android,45-54,paid_ads,0,0
u_006212,2025-03-25,Moscow,web,35-44,organic,0,0
u_006213,2026-04-29,Volga,ios,35-44,organic,1,0
u_006214,2026-02-21,Moscow,web,25-34,organic,0,0
u_006215,2026-06-29,Saint Petersburg,android,35-44,organic,1,0
u_006216,2026-02-09,Saint Petersburg,ios,55+,paid_ads,0,0
u_006217,2024-11-25,Volga,web,25-34,affiliate,1,0
u_006218,2026-06-20,Moscow,ios,55+,organic,0,0
u_006219,2025-02-20,Siberia,web,45-54,direct,0,0
u_006220,2026-05-17,Central Russia,ios,45-54,email,1,0
u_006221,2025-03-02,Saint Petersburg,android,35-44,organic,0,0
u_006222,2025-11-07,Central Russia,android,45-54,organic,0,0
u_006223,2026-04-08,Siberia,web,35-44,paid_ads,0,0
u_006224,2026-02-13,Volga,ios,25-34,organic,0,0
u_006225,2026-07-01,Ural,ios,25-34,push,0,0
u_006226,2025-12-06,Central Russia,android,45-54,paid_ads,0,0
u_006227,2026-06-27,Central Russia,web,55+,organic,0,0
u_006228,2026-05-29,Siberia,ios,55+,paid_ads,1,0
u_006229,2025-01-05,Saint Petersburg,ios,35-44,organic,0,0
u_006230,2025-09-10,Central Russia,android,25-34,paid_ads,0,0
u_006231,2025-05-19,Volga,ios,25-34,organic,0,0
u_006232,2025-08-24,Volga,ios,18-24,direct,1,0
u_006233,2026-06-05,Central Russia,android,25-34,affiliate,1,0
u_006234,2025-02-24,Saint Petersburg,web,18-24,push,0,0
u_006235,2026-03-18,Moscow,android,18-24,organic,0,0
u_006236,2025-08-07,Volga,android,35-44,direct,0,0
u_006237,2026-04-24,Volga,ios,45-54,organic,0,0
u_006238,2026-05-25,Central Russia,ios,35-44,affiliate,0,0
u_006239,2025-06-19,Central Russia,ios,18-24,email,0,0
u_006240,2024-12-12,Moscow,ios,55+,paid_ads,0,0
u_006241,2025-10-01,Central Russia,android,55+,paid_ads,0,0
u_006242,2025-11-25,Central Russia,ios,35-44,paid_ads,0,0
u_006243,2026-03-29,Volga,android,18-24,organic,0,1
u_006244,2024-08-23,Moscow,ios,25-34,affiliate,0,0
u_006245,2026-02-22,Central Russia,web,55+,push,0,0
u_006246,2025-10-15,Siberia,android,35-44,affiliate,0,0
u_006247,2026-03-26,Volga,android,18-24,direct,0,0
u_006248,2025-12-20,Moscow,android,45-54,paid_ads,0,0
u_006249,2025-10-11,Central Russia,android,45-54,direct,0,0
u_006250,2026-04-30,Volga,web,18-24,organic,0,0
u_006251,2026-01-25,Far East,android,25-34,push,0,0
u_006252,2026-06-02,Ural,android,25-34,direct,1,0
u_006253,2026-03-23,Saint Petersburg,web,35-44,push,0,0
u_006254,2026-05-22,Moscow,android,35-44,affiliate,0,0
u_006255,2025-10-10,Saint Petersburg,ios,25-34,organic,0,0
u_006256,2025-09-30,South,android,35-44,organic,0,0
u_006257,2026-01-19,Volga,android,25-34,affiliate,0,0
u_006258,2025-08-11,Volga,android,25-34,organic,0,0
u_006259,2026-01-18,Far East,android,35-44,organic,0,0
u_006260,2025-06-18,South,ios,25-34,paid_ads,0,0
u_006261,2026-03-26,Saint Petersburg,android,25-34,organic,1,0
u_006262,2025-12-25,Moscow,ios,18-24,paid_ads,1,0
u_006263,2026-05-30,Moscow,android,25-34,push,0,0
u_006264,2026-04-02,South,android,25-34,push,0,0
u_006265,2025-01-07,Volga,ios,25-34,organic,0,0
u_006266,2026-02-08,Central Russia,ios,25-34,organic,0,0
u_006267,2026-04-22,Far East,web,35-44,email,0,0
u_006268,2026-04-21,Siberia,android,25-34,paid_ads,0,0
u_006269,2025-07-27,Central Russia,android,55+,paid_ads,0,1
u_006270,2026-05-01,Volga,android,35-44,email,0,0
u_006271,2025-03-12,Ural,ios,18-24,organic,0,0
u_006272,2025-12-15,Central Russia,android,25-34,paid_ads,0,0
u_006273,2026-05-25,Saint Petersburg,android,35-44,organic,0,0
u_006274,2024-10-18,Moscow,android,25-34,push,0,0
u_006275,2025-12-07,Volga,ios,35-44,push,0,0
u_006276,2026-04-26,South,ios,35-44,direct,0,0
u_006277,2025-08-08,South,android,18-24,paid_ads,0,0
u_006278,2026-03-02,Central Russia,android,35-44,organic,0,0
u_006279,2026-02-22,South,android,35-44,organic,0,0
u_006280,2026-05-26,Volga,android,35-44,organic,0,0
u_006281,2025-07-04,Central Russia,web,35-44,push,0,0
u_006282,2026-05-13,Moscow,android,25-34,organic,0,0
u_006283,2025-03-12,Volga,android,55+,direct,0,0
u_006284,2025-10-03,Volga,web,25-34,email,0,0
u_006285,2026-01-05,Volga,android,25-34,push,0,0
u_006286,2026-05-17,Ural,android,25-34,direct,1,0
u_006287,2026-01-22,Central Russia,web,18-24,affiliate,0,0
u_006288,2025-03-17,Central Russia,web,45-54,paid_ads,0,0
u_006289,2026-02-08,Moscow,web,45-54,paid_ads,0,0
u_006290,2025-08-19,Saint Petersburg,web,25-34,organic,0,0
u_006291,2026-03-16,Volga,android,45-54,push,1,0
u_006292,2026-03-31,Saint Petersburg,android,35-44,organic,0,0
u_006293,2026-03-16,Moscow,android,35-44,organic,0,0
u_006294,2025-09-13,South,ios,35-44,push,1,0
u_006295,2025-10-09,Volga,web,45-54,organic,0,0
u_006296,2026-04-09,Ural,ios,35-44,organic,0,0
u_006297,2026-04-21,Siberia,ios,55+,organic,0,0
u_006298,2023-11-20,Ural,web,25-34,organic,0,0
u_006299,2026-03-29,Volga,ios,55+,direct,0,0
u_006300,2025-10-08,Ural,android,25-34,email,0,0
u_006301,2026-06-11,Central Russia,web,25-34,organic,0,0
u_006302,2025-08-04,Moscow,android,25-34,paid_ads,0,0
u_006303,2022-10-18,Saint Petersburg,android,35-44,direct,0,0
u_006304,2026-06-18,Central Russia,android,18-24,paid_ads,0,0
u_006305,2025-05-31,Far East,ios,18-24,paid_ads,0,0
u_006306,2026-06-09,Siberia,ios,35-44,push,0,0
u_006307,2025-03-14,Ural,android,25-34,push,0,0
u_006308,2025-12-11,Volga,android,35-44,direct,0,0
u_006309,2024-09-15,Far East,android,25-34,organic,0,0
u_006310,2026-05-11,Moscow,android,25-34,direct,0,0
u_006311,2025-09-23,Saint Petersburg,ios,35-44,organic,0,0
u_006312,2025-09-10,South,web,25-34,direct,1,0
u_006313,2026-06-29,Moscow,web,18-24,push,0,0
u_006314,2026-06-28,Siberia,ios,35-44,affiliate,0,0
u_006315,2025-09-23,Volga,android,35-44,paid_ads,1,0
u_006316,2024-02-01,Central Russia,android,55+,organic,0,0
u_006317,2025-02-03,Central Russia,web,55+,direct,1,0
u_006318,2025-08-25,Central Russia,ios,18-24,direct,0,0
u_006319,2025-06-14,Volga,web,25-34,direct,1,0
u_006320,2026-04-29,South,android,25-34,email,0,0
u_006321,2026-05-30,Moscow,ios,18-24,organic,0,0
u_006322,2026-01-31,Moscow,android,35-44,paid_ads,0,0
u_006323,2026-05-27,Moscow,android,25-34,email,1,0
u_006324,2026-05-21,Central Russia,ios,45-54,organic,0,0
u_006325,2025-10-08,Saint Petersburg,android,55+,push,0,0
