product_id,category,seller_id,base_price_rub,gross_margin_rate,product_rating,is_private_label,created_date
p_00894,Auto,s_0645,3642,0.1143,4.15,0,2025-12-14
p_00895,FMCG,s_0452,1108,0.1461,4.63,0,2025-04-17
p_00896,Sports,s_0573,1525,0.1916,4.29,0,2021-04-21
p_00897,Beauty,s_0622,649,0.3016,4.24,0,2025-05-13
p_00898,Electronics,s_0494,4283,0.0626,5.0,0,2021-07-25
p_00899,Fashion,s_0094,1455,0.2662,4.16,0,2025-01-02
p_00900,Fashion,s_0217,2406,0.2402,4.42,0,2023-02-17
p_00901,Pet,s_0201,718,0.1956,4.9,0,2022-07-07
p_00902,Fashion,s_0119,747,0.2903,4.18,0,2022-01-20
p_00903,Pet,s_0081,1225,0.2144,4.07,0,2021-06-20
p_00904,Auto,s_0363,2448,0.0743,4.81,0,2022-10-12
p_00905,Beauty,s_0696,483,0.2972,3.76,0,2024-12-14
p_00906,Electronics,s_0638,1506,0.1444,4.78,0,2024-06-25
p_00907,FMCG,s_0162,1101,0.187,4.06,0,2022-03-27
p_00908,Auto,s_0118,1757,0.137,4.39,0,2021-12-30
p_00909,Electronics,s_0177,2767,0.1185,3.85,0,2024-11-19
p_00910,Home,s_0209,2446,0.1188,3.72,0,2025-07-28
p_00911,Auto,s_0657,3434,0.2041,4.88,0,2024-03-16
p_00912,Beauty,s_0444,739,0.2894,4.24,0,2023-12-26
p_00913,Beauty,s_0194,1517,0.2548,4.48,0,2022-05-13
p_00914,Kids,s_0439,695,0.2275,4.18,0,2022-06-04
p_00915,FMCG,s_0032,287,0.1938,4.32,0,2025-12-16
p_00916,Auto,s_0561,1473,0.225,3.73,0,2022-04-12
p_00917,Kids,s_0149,1094,0.3008,3.83,0,2022-05-15
p_00918,Electronics,s_0664,5774,0.0818,4.05,0,2021-09-17
p_00919,Fashion,s_0650,1012,0.279,4.38,0,2021-05-12
p_00920,Electronics,s_0276,1724,0.1402,4.32,0,2021-09-08
p_00921,Books,s_0295,174,0.1701,4.23,0,2024-04-12
p_00922,Electronics,s_0374,8204,0.0842,4.35,0,2024-03-02
p_00923,Electronics,s_0408,2750,0.2169,4.46,0,2021-01-17
p_00924,Fashion,s_0010,3157,0.2239,4.28,0,2021-10-21
p_00925,Fashion,s_0489,1089,0.2894,4.73,0,2021-08-22
p_00926,Home,s_0534,991,0.1609,4.25,1,2025-12-19
p_00927,Home,s_0472,2049,0.2228,4.93,1,2022-06-01
p_00928,Beauty,s_0280,555,0.2414,4.33,0,2025-01-10
p_00929,FMCG,s_0363,357,0.2275,4.16,0,2025-10-18
p_00930,Home,s_0500,1493,0.2705,4.09,0,2025-09-13
p_00931,Pet,s_0142,814,0.1902,5.0,1,2022-04-02
p_00932,Electronics,s_0111,4476,0.0848,4.23,0,2023-01-07
p_00933,Pet,s_0148,853,0.1324,4.15,0,2024-11-27
p_00934,FMCG,s_0574,621,0.1365,4.23,0,2023-07-31
p_00935,Sports,s_0228,570,0.183,4.56,0,2021-08-16
p_00936,Fashion,s_0368,1157,0.1391,4.24,0,2021-03-31
p_00937,Fashion,s_0467,2529,0.1723,4.29,0,2024-11-18
p_00938,Pet,s_0387,517,0.198,4.49,0,2021-09-11
p_00939,Fashion,s_0624,3519,0.1753,4.01,1,2021-10-11
p_00940,Beauty,s_0649,594,0.2268,4.84,1,2023-12-02
p_00941,Pet,s_0608,1144,0.1534,4.41,0,2024-07-02
p_00942,Electronics,s_0050,9457,0.1528,4.96,0,2021-07-17
p_00943,Electronics,s_0687,1889,0.0654,4.34,0,2025-09-21
p_00944,Sports,s_0574,801,0.3057,4.77,0,2022-12-31
p_00945,Beauty,s_0335,465,0.2605,4.48,1,2022-12-09
p_00946,Auto,s_0261,4006,0.1324,4.35,0,2025-03-23
p_00947,Home,s_0699,1607,0.1864,4.14,0,2023-01-19
p_00948,Kids,s_0081,943,0.1929,5.0,0,2024-09-13
p_00949,Electronics,s_0473,3078,0.106,5.0,1,2026-01-31
p_00950,Pet,s_0480,646,0.1946,4.75,0,2025-09-13
p_00951,FMCG,s_0355,371,0.0573,4.34,0,2024-07-22
p_00952,Beauty,s_0560,525,0.2964,4.04,0,2023-03-07
p_00953,Home,s_0539,1193,0.2376,4.11,0,2025-07-17
p_00954,Fashion,s_0544,2652,0.2396,5.0,0,2021-01-03
p_00955,Kids,s_0101,1567,0.1251,4.78,0,2022-02-01
p_00956,Home,s_0283,2503,0.1378,4.02,0,2022-12-27
p_00957,Home,s_0304,1033,0.1337,4.29,1,2025-07-28
p_00958,Auto,s_0039,1417,0.2072,3.94,0,2021-11-26
p_00959,Kids,s_0083,1096,0.2363,4.85,0,2023-12-03
p_00960,Books,s_0605,417,0.1677,4.81,0,2025-08-28
p_00961,Kids,s_0043,822,0.199,4.53,0,2022-09-09
p_00962,Auto,s_0072,2432,0.3329,4.53,0,2022-03-26
p_00963,Fashion,s_0541,3732,0.2339,4.37,0,2022-04-29
p_00964,Fashion,s_0464,1170,0.2889,4.69,0,2022-09-02
p_00965,Home,s_0578,6704,0.1742,3.87,1,2022-03-09
p_00966,Fashion,s_0112,1309,0.2247,4.44,0,2021-04-07
p_00967,Fashion,s_0396,799,0.269,4.59,0,2022-02-03
p_00968,Kids,s_0661,869,0.2041,4.41,0,2022-04-10
p_00969,Beauty,s_0589,534,0.2915,4.35,0,2022-02-06
p_00970,Home,s_0468,1134,0.2412,4.3,0,2022-10-08
p_00971,Kids,s_0629,1614,0.2646,4.12,0,2026-02-02
p_00972,Electronics,s_0491,3928,0.1121,4.45,0,2024-02-28
p_00973,Books,s_0554,106,0.1858,4.43,0,2022-09-05
p_00974,Home,s_0023,1040,0.17,4.79,0,2024-02-02
p_00975,Kids,s_0157,1504,0.2109,4.63,0,2022-03-04
p_00976,Pet,s_0327,853,0.1798,4.3,0,2021-05-17
p_00977,Beauty,s_0138,1362,0.2733,4.8,0,2023-08-22
p_00978,Auto,s_0028,498,0.1208,4.39,0,2024-10-13
p_00979,Auto,s_0108,3004,0.1531,4.28,0,2023-01-27
p_00980,Sports,s_0402,3022,0.2478,4.08,0,2023-11-30
p_00981,Home,s_0095,1268,0.1897,4.69,0,2025-04-25
p_00982,Fashion,s_0173,848,0.1808,4.49,0,2023-12-18
p_00983,Home,s_0548,2737,0.2447,5.0,0,2023-10-27
p_00984,Fashion,s_0262,1765,0.1691,4.35,0,2021-01-28
p_00985,Electronics,s_0019,1844,0.1412,4.22,0,2022-12-09
p_00986,Kids,s_0048,1150,0.261,4.72,0,2022-04-26
p_00987,Beauty,s_0073,854,0.34,4.29,0,2025-02-15
p_00988,Kids,s_0617,1215,0.2516,4.42,0,2025-03-28
p_00989,Beauty,s_0534,535,0.2541,4.46,0,2026-01-14
p_00990,Pet,s_0123,357,0.19,4.3,0,2022-08-27
p_00991,Fashion,s_0343,909,0.3143,4.71,0,2023-08-10
p_00992,Sports,s_0157,2544,0.2279,4.7,0,2025-01-08
p_00993,Sports,s_0315,1422,0.2901,4.3,0,2024-03-31
p_00994,Electronics,s_0483,5961,0.083,4.71,0,2022-08-30
p_00995,Beauty,s_0248,748,0.2671,4.02,0,2026-02-14
p_00996,Kids,s_0330,1158,0.1834,3.84,0,2025-06-30
p_00997,Pet,s_0480,415,0.1574,4.06,0,2024-12-22
p_00998,Books,s_0249,657,0.1542,4.34,0,2024-11-29
p_00999,Beauty,s_0410,927,0.3429,4.16,0,2023-01-09
p_01000,Electronics,s_0245,2164,0.0833,3.8,0,2022-05-20
p_01001,Sports,s_0527,901,0.137,4.87,0,2023-02-06
p_01002,Fashion,s_0321,474,0.2601,4.97,0,2024-10-17
p_01003,Electronics,s_0429,8210,0.0798,4.06,0,2026-02-24
p_01004,FMCG,s_0043,511,0.158,4.57,0,2022-07-28
p_01005,Books,s_0501,375,0.1646,4.75,0,2023-01-11
p_01006,Books,s_0256,283,0.2425,4.42,0,2024-07-27
p_01007,Beauty,s_0610,1584,0.3072,4.21,0,2022-02-13
p_01008,Electronics,s_0189,3067,0.1101,4.61,0,2022-04-25
p_01009,Books,s_0450,421,0.1202,4.14,0,2021-02-15
p_01010,Home,s_0194,3247,0.2517,4.68,0,2023-08-30
p_01011,Electronics,s_0117,1508,0.0818,4.77,1,2024-07-12
p_01012,Books,s_0603,145,0.199,4.46,0,2024-11-12
p_01013,Sports,s_0488,1470,0.1855,4.18,0,2024-02-05
p_01014,Fashion,s_0605,915,0.2404,4.64,0,2025-09-07
p_01015,Sports,s_0391,1798,0.2421,4.27,0,2021-07-10
p_01016,Pet,s_0495,468,0.2168,4.35,0,2021-02-15
p_01017,Pet,s_0543,641,0.1934,4.38,0,2023-07-31
p_01018,FMCG,s_0017,939,0.1257,4.39,0,2025-03-21
p_01019,Beauty,s_0511,1216,0.3222,3.76,0,2024-01-28
p_01020,Auto,s_0224,1629,0.1283,4.93,0,2022-11-12
p_01021,Auto,s_0394,3078,0.1083,4.33,0,2023-04-03
p_01022,Home,s_0035,2023,0.1636,4.9,0,2023-11-07
p_01023,Fashion,s_0543,2019,0.2304,4.43,0,2024-12-21
p_01024,Kids,s_0477,956,0.2401,4.26,0,2023-06-14
p_01025,Beauty,s_0144,785,0.322,4.13,0,2023-09-11
p_01026,Electronics,s_0302,9720,0.146,4.39,0,2024-11-04
p_01027,Electronics,s_0247,5954,0.117,4.3,0,2023-02-11
p_01028,Beauty,s_0534,755,0.3114,4.52,1,2023-05-31
p_01029,Sports,s_0322,849,0.2513,4.37,0,2025-10-24
p_01030,Fashion,s_0274,1013,0.2338,4.11,0,2023-03-14
p_01031,Beauty,s_0443,931,0.2489,4.32,0,2021-04-11
p_01032,Electronics,s_0595,1532,0.1818,4.14,0,2025-03-03
p_01033,Electronics,s_0027,5325,0.122,4.27,0,2023-04-27
p_01034,Kids,s_0362,840,0.1781,4.55,0,2021-08-31
p_01035,Auto,s_0617,3666,0.287,4.67,0,2022-08-24
p_01036,Electronics,s_0533,3583,0.0887,3.93,1,2025-08-07
p_01037,Home,s_0171,835,0.2404,4.61,0,2026-03-03
p_01038,Kids,s_0544,1291,0.2068,4.32,0,2021-05-12
p_01039,FMCG,s_0126,431,0.0824,5.0,0,2021-04-19
p_01040,Home,s_0577,1500,0.2145,4.66,0,2024-03-11
p_01041,Auto,s_0378,855,0.1042,4.9,0,2023-08-14
p_01042,Home,s_0223,2172,0.2284,4.76,0,2021-01-25
p_01043,Fashion,s_0601,1399,0.2737,4.72,0,2022-04-25
p_01044,Books,s_0078,359,0.2228,4.45,0,2024-12-12
p_01045,Auto,s_0568,3064,0.0913,4.05,0,2021-01-16
p_01046,Auto,s_0175,2438,0.1876,4.66,1,2022-07-01
p_01047,Electronics,s_0469,4405,0.0608,4.65,0,2022-09-12
p_01048,Sports,s_0416,421,0.2137,4.81,0,2024-09-17
p_01049,Home,s_0114,3385,0.1802,4.38,0,2023-11-28
p_01050,Kids,s_0109,2466,0.2123,4.78,0,2025-07-22
p_01051,Home,s_0426,1630,0.1502,4.19,1,2022-05-03
p_01052,Home,s_0411,2018,0.1684,4.64,0,2021-07-28
p_01053,Kids,s_0006,1086,0.1786,4.37,0,2023-12-06
p_01054,Sports,s_0251,1009,0.2798,4.63,0,2024-03-25
p_01055,Home,s_0202,1583,0.1952,4.12,0,2025-07-22
p_01056,FMCG,s_0053,508,0.0919,4.56,0,2023-12-04
p_01057,Electronics,s_0269,2239,0.2129,4.99,0,2023-05-27
p_01058,Fashion,s_0174,1500,0.2867,4.13,0,2025-12-16
p_01059,Home,s_0538,1618,0.2724,4.26,0,2024-03-13
p_01060,Sports,s_0273,1245,0.1645,4.4,0,2025-01-13
p_01061,Auto,s_0384,2097,0.0979,4.68,0,2024-04-28
p_01062,Sports,s_0087,2326,0.2496,4.12,0,2023-10-17
p_01063,FMCG,s_0262,991,0.0981,4.58,0,2025-04-08
p_01064,Auto,s_0172,2108,0.1297,4.33,0,2022-01-07
p_01065,Beauty,s_0038,720,0.2793,4.15,0,2021-12-31
p_01066,Pet,s_0224,642,0.2008,4.68,0,2022-09-08
p_01067,Electronics,s_0647,11271,0.1927,4.28,0,2023-11-13
p_01068,Electronics,s_0576,3738,0.1757,4.65,0,2024-01-18
p_01069,Fashion,s_0119,4040,0.2505,4.67,0,2021-10-24
p_01070,Electronics,s_0459,5860,0.0931,4.61,0,2021-12-13
p_01071,Home,s_0563,694,0.1607,3.75,0,2021-02-15
p_01072,Electronics,s_0684,4406,0.04,4.7,0,2025-07-10
p_01073,FMCG,s_0037,542,0.1239,4.02,0,2024-07-26
p_01074,Home,s_0365,3394,0.1549,4.06,1,2021-05-31
p_01075,Auto,s_0479,1080,0.1933,4.87,0,2021-05-14
p_01076,Books,s_0528,385,0.2374,4.37,0,2023-06-23
p_01077,Fashion,s_0646,934,0.1977,4.55,0,2022-07-06
p_01078,Home,s_0036,728,0.2073,4.24,0,2022-09-10
p_01079,Beauty,s_0195,610,0.2513,4.83,0,2022-01-02
p_01080,Kids,s_0667,227,0.2397,4.79,0,2023-03-10
p_01081,Fashion,s_0667,2206,0.2264,4.11,0,2022-03-03
p_01082,Beauty,s_0494,492,0.2097,4.39,0,2023-12-22
p_01083,Home,s_0049,877,0.2021,4.34,1,2024-05-29
p_01084,Fashion,s_0299,2186,0.2015,4.39,0,2023-05-02
p_01085,Fashion,s_0094,618,0.2653,4.07,1,2024-08-10
p_01086,Fashion,s_0173,1399,0.244,4.37,0,2024-10-22
p_01087,Fashion,s_0668,442,0.2541,4.24,0,2025-10-14
p_01088,Beauty,s_0068,2356,0.253,4.41,0,2025-08-09
p_01089,FMCG,s_0286,418,0.1608,4.89,0,2023-11-21
p_01090,Electronics,s_0210,1905,0.2072,4.93,0,2023-10-10
p_01091,Home,s_0008,692,0.2434,4.47,0,2025-02-05
p_01092,Kids,s_0294,1121,0.1431,3.68,0,2024-03-11
p_01093,Beauty,s_0633,459,0.3345,4.35,0,2022-12-17
p_01094,Home,s_0662,2849,0.1954,4.53,0,2024-06-12
p_01095,Fashion,s_0045,577,0.218,4.45,0,2024-12-16
p_01096,Home,s_0483,1637,0.2664,4.96,0,2022-10-31
p_01097,Electronics,s_0266,1853,0.1013,4.29,1,2022-02-07
p_01098,Books,s_0074,526,0.1369,4.17,0,2026-02-24
p_01099,Auto,s_0560,2100,0.1866,4.33,0,2023-10-07
p_01100,Sports,s_0172,2083,0.172,4.49,0,2025-05-10
p_01101,Kids,s_0561,611,0.2431,4.2,0,2024-07-09
p_01102,FMCG,s_0651,134,0.0796,4.18,1,2022-12-22
p_01103,Sports,s_0530,1695,0.2512,4.5,0,2023-06-20
p_01104,Home,s_0598,2270,0.2823,4.61,1,2025-05-10
p_01105,Books,s_0554,264,0.1583,4.36,0,2022-01-17
p_01106,Beauty,s_0244,911,0.2538,4.71,0,2024-10-29
p_01107,FMCG,s_0508,213,0.1258,4.09,1,2026-02-24
p_01108,Sports,s_0055,1975,0.216,4.37,0,2024-02-03
p_01109,Books,s_0555,99,0.1837,4.54,0,2022-07-21
p_01110,Fashion,s_0361,2701,0.3275,4.29,0,2024-11-05
p_01111,Electronics,s_0234,4728,0.1527,4.14,0,2022-07-08
p_01112,FMCG,s_0550,1411,0.1565,4.33,0,2023-11-24
p_01113,Auto,s_0403,5059,0.1595,4.64,0,2024-07-12
p_01114,Pet,s_0476,437,0.2347,4.59,0,2025-08-28
p_01115,Fashion,s_0090,2047,0.3573,4.22,0,2025-04-06
p_01116,Auto,s_0249,1470,0.169,4.94,0,2021-01-28
p_01117,Fashion,s_0033,1042,0.1987,4.42,0,2025-06-26
p_01118,Electronics,s_0016,2412,0.1185,4.32,0,2021-10-31
p_01119,Electronics,s_0424,4216,0.1842,4.72,0,2021-07-19
p_01120,FMCG,s_0396,647,0.137,4.42,0,2025-04-21
p_01121,Auto,s_0570,3066,0.1399,3.92,0,2021-01-16
p_01122,Pet,s_0092,247,0.2532,3.89,0,2025-09-28
p_01123,Fashion,s_0452,913,0.2334,4.69,0,2022-11-18
p_01124,Electronics,s_0692,3476,0.1665,4.08,0,2023-08-08
p_01125,Auto,s_0638,1568,0.2553,4.55,0,2025-01-09
p_01126,Books,s_0183,204,0.2542,4.3,0,2024-11-15
p_01127,Auto,s_0176,2049,0.1972,4.6,0,2023-05-20
p_01128,Books,s_0243,293,0.1462,3.12,0,2023-04-03
p_01129,FMCG,s_0169,172,0.2044,4.11,0,2025-03-24
p_01130,Sports,s_0573,923,0.2186,4.54,0,2023-11-07
p_01131,Electronics,s_0205,2554,0.1065,4.31,1,2022-04-22
p_01132,Pet,s_0517,998,0.1857,3.74,0,2025-04-03
p_01133,Kids,s_0346,1377,0.2406,4.56,1,2023-05-20
p_01134,Fashion,s_0410,1449,0.2975,4.25,0,2023-07-09
p_01135,Fashion,s_0286,1654,0.2164,4.57,0,2023-03-01
p_01136,Sports,s_0662,1139,0.2196,4.53,0,2022-09-25
p_01137,Books,s_0672,536,0.04,4.4,0,2023-11-08
p_01138,Home,s_0173,1507,0.1595,4.18,0,2024-11-03
p_01139,Sports,s_0480,1189,0.1926,4.22,0,2025-09-04
p_01140,Fashion,s_0095,1509,0.2512,4.59,0,2023-07-12
p_01141,Home,s_0020,1337,0.1942,4.26,0,2021-06-12
p_01142,Pet,s_0353,960,0.228,3.83,0,2022-06-15
p_01143,Electronics,s_0077,1474,0.1204,4.39,0,2024-05-07
p_01144,FMCG,s_0134,1833,0.0595,4.26,0,2025-09-10
p_01145,Kids,s_0581,288,0.1645,3.93,0,2021-01-21
p_01146,Electronics,s_0530,5524,0.0538,4.53,0,2024-04-28
p_01147,Beauty,s_0250,789,0.3133,5.0,0,2025-02-14
p_01148,Fashion,s_0486,736,0.2134,3.96,0,2021-12-22
p_01149,Beauty,s_0153,485,0.3334,4.55,0,2025-08-21
p_01150,Home,s_0331,1609,0.1602,4.52,0,2023-01-24
p_01151,Kids,s_0180,926,0.2084,4.58,0,2021-08-04
p_01152,Books,s_0507,304,0.1168,4.46,0,2024-11-26
p_01153,Home,s_0564,4345,0.1928,4.31,0,2023-10-19
p_01154,Auto,s_0119,2748,0.1615,4.63,0,2022-07-08
p_01155,Beauty,s_0143,487,0.4021,3.88,1,2021-01-06
p_01156,FMCG,s_0002,317,0.0477,3.81,0,2021-09-26
p_01157,Pet,s_0389,459,0.238,4.15,0,2021-12-23
p_01158,Beauty,s_0092,983,0.2608,4.28,0,2023-08-24
p_01159,FMCG,s_0510,689,0.0484,4.65,0,2023-04-06
p_01160,Home,s_0645,1328,0.2622,4.7,0,2025-09-14
p_01161,Beauty,s_0429,685,0.285,4.48,0,2021-08-15
p_01162,Fashion,s_0687,908,0.2242,4.33,0,2021-03-21
p_01163,Books,s_0581,296,0.1281,4.96,0,2023-01-22
p_01164,Home,s_0347,2670,0.212,4.05,0,2023-06-16
p_01165,Electronics,s_0525,2858,0.0959,4.95,0,2024-05-07
p_01166,Fashion,s_0365,2616,0.2314,4.12,0,2025-01-31
p_01167,Auto,s_0086,2163,0.2052,4.18,0,2023-10-13
p_01168,Beauty,s_0699,2356,0.3114,4.52,0,2023-12-06
p_01169,Sports,s_0606,464,0.2906,4.28,0,2023-10-01
p_01170,Fashion,s_0022,711,0.3104,4.85,0,2023-08-20
p_01171,Electronics,s_0666,5798,0.1196,4.57,0,2026-03-04
p_01172,Electronics,s_0259,4610,0.1391,3.96,0,2022-01-17
p_01173,Electronics,s_0244,11309,0.088,4.09,0,2022-10-23
p_01174,FMCG,s_0119,505,0.124,5.0,0,2021-07-07
p_01175,Fashion,s_0387,1909,0.2007,4.18,0,2026-01-04
p_01176,Electronics,s_0251,3233,0.0874,4.52,0,2025-07-10
p_01177,Kids,s_0312,1564,0.156,4.26,0,2021-01-05
p_01178,Electronics,s_0609,6081,0.119,4.35,0,2021-03-03
p_01179,Electronics,s_0692,3995,0.186,4.87,0,2023-01-02
p_01180,FMCG,s_0591,262,0.166,4.85,0,2024-03-11
p_01181,Home,s_0697,2395,0.2303,3.91,0,2024-04-23
p_01182,Books,s_0581,556,0.2641,4.73,0,2025-11-28
p_01183,Books,s_0184,618,0.1501,4.64,0,2025-04-25
p_01184,Sports,s_0315,1961,0.3301,4.06,1,2022-06-27
p_01185,Auto,s_0545,3134,0.1143,4.38,0,2022-01-19
p_01186,Fashion,s_0011,1649,0.2788,4.45,0,2022-03-26
p_01187,Sports,s_0030,1531,0.2009,3.93,0,2023-08-06
p_01188,FMCG,s_0351,801,0.1955,5.0,0,2022-03-21
p_01189,Electronics,s_0180,8726,0.0694,3.54,0,2022-03-01
p_01190,Fashion,s_0470,1446,0.2393,4.41,0,2023-09-30
p_01191,FMCG,s_0605,105,0.1584,4.12,0,2024-01-21
p_01192,Fashion,s_0100,2680,0.3357,4.13,0,2021-08-31
p_01193,Fashion,s_0249,1292,0.3221,4.74,0,2021-07-01
p_01194,Electronics,s_0681,3578,0.0768,3.59,0,2025-03-15
p_01195,Home,s_0483,1115,0.1576,4.98,0,2021-04-30
p_01196,Beauty,s_0163,817,0.2881,4.68,0,2021-03-22
p_01197,Fashion,s_0622,808,0.233,4.61,0,2023-01-20
p_01198,Books,s_0515,181,0.1365,4.86,0,2025-06-24
p_01199,Auto,s_0679,3276,0.1714,4.11,0,2021-11-11
p_01200,Electronics,s_0490,2426,0.1444,4.91,0,2024-09-01
p_01201,Fashion,s_0116,3274,0.2339,4.39,0,2023-02-02
p_01202,Books,s_0070,223,0.1734,3.7,0,2024-04-29
p_01203,Pet,s_0131,1866,0.2153,4.54,0,2025-07-24
p_01204,Books,s_0005,496,0.2393,3.97,0,2024-04-24
p_01205,Fashion,s_0628,3183,0.2101,4.09,0,2021-01-06
p_01206,Electronics,s_0541,6900,0.152,4.58,0,2023-05-04
p_01207,Pet,s_0319,1542,0.1901,4.11,0,2025-10-25
p_01208,Kids,s_0152,741,0.2825,4.93,0,2022-08-02
p_01209,FMCG,s_0418,1601,0.1324,4.93,0,2024-02-12
p_01210,Electronics,s_0259,5928,0.1029,4.3,0,2023-07-16
p_01211,Beauty,s_0021,1278,0.2234,4.65,1,2021-12-25
p_01212,Auto,s_0455,3279,0.1978,5.0,0,2024-01-31
p_01213,Fashion,s_0624,1398,0.3257,4.71,0,2021-10-04
p_01214,Beauty,s_0303,1169,0.2559,4.72,0,2022-06-28
p_01215,Beauty,s_0155,2832,0.1772,4.36,1,2022-02-14
p_01216,Fashion,s_0391,1320,0.2337,4.08,0,2021-07-27
p_01217,Home,s_0649,1540,0.1373,4.23,0,2025-06-24
p_01218,Sports,s_0641,1493,0.2473,4.25,0,2022-04-15
p_01219,Kids,s_0006,1164,0.302,4.61,0,2025-01-20
p_01220,Home,s_0455,943,0.2564,4.97,0,2021-05-09
p_01221,Home,s_0602,573,0.2259,4.25,0,2024-07-28
p_01222,Pet,s_0125,331,0.1057,3.46,0,2022-10-23
p_01223,Beauty,s_0099,284,0.3008,4.34,0,2023-02-25
p_01224,Fashion,s_0233,737,0.2651,4.75,0,2024-12-26
p_01225,Auto,s_0333,3805,0.1498,4.07,1,2024-03-25
p_01226,Books,s_0455,1302,0.2047,4.27,0,2023-08-08
p_01227,Fashion,s_0070,704,0.232,4.4,0,2022-04-06
p_01228,Books,s_0395,395,0.1775,4.59,0,2025-04-17
p_01229,Electronics,s_0281,3609,0.0938,4.22,0,2023-08-23
p_01230,Books,s_0450,228,0.1455,4.18,0,2022-03-18
p_01231,Auto,s_0455,2892,0.2086,3.85,0,2025-11-08
p_01232,Beauty,s_0305,1427,0.3119,4.58,0,2024-04-24
p_01233,Home,s_0257,3588,0.2067,4.12,0,2022-09-29
p_01234,Pet,s_0457,3151,0.1857,5.0,0,2023-04-25
p_01235,Home,s_0637,1682,0.238,4.29,0,2024-07-19
p_01236,Home,s_0421,2488,0.1279,4.4,0,2024-09-11
p_01237,Fashion,s_0481,1312,0.2647,4.5,0,2023-04-05
p_01238,Sports,s_0304,1387,0.1832,4.64,0,2022-05-31
p_01239,Electronics,s_0321,4296,0.1176,4.44,0,2023-05-24
p_01240,Kids,s_0173,531,0.1996,4.24,1,2022-05-18
p_01241,Electronics,s_0105,8343,0.1074,4.55,0,2025-02-02
p_01242,Fashion,s_0628,551,0.2669,5.0,0,2026-01-07
p_01243,Beauty,s_0562,475,0.3358,4.93,0,2025-01-08
p_01244,Beauty,s_0032,527,0.2225,4.42,0,2023-06-11
p_01245,Fashion,s_0210,1812,0.1218,4.56,0,2025-05-06
p_01246,Fashion,s_0219,949,0.3132,4.16,0,2022-05-23
p_01247,Home,s_0302,1585,0.3265,4.87,0,2024-02-21
p_01248,FMCG,s_0414,666,0.1408,4.69,0,2023-06-20
p_01249,Home,s_0231,1950,0.1775,4.65,0,2024-02-08
p_01250,FMCG,s_0681,609,0.1575,4.57,0,2024-03-28
p_01251,Kids,s_0334,720,0.156,4.77,0,2024-04-04
p_01252,Fashion,s_0170,1257,0.2226,3.99,0,2024-02-29
p_01253,Fashion,s_0104,3833,0.2865,4.29,0,2021-10-29
p_01254,Home,s_0236,3390,0.2235,4.8,0,2024-06-24
p_01255,Sports,s_0395,2791,0.2575,4.0,0,2023-12-25
p_01256,Beauty,s_0132,621,0.3184,4.35,0,2021-05-12
p_01257,FMCG,s_0616,853,0.1205,4.77,0,2024-10-04
p_01258,FMCG,s_0344,547,0.1118,4.92,0,2024-02-15
p_01259,Fashion,s_0661,1339,0.3069,4.62,1,2022-07-18
p_01260,FMCG,s_0550,709,0.1053,3.93,0,2024-05-03
p_01261,Sports,s_0405,802,0.2841,4.48,0,2023-08-02
p_01262,Electronics,s_0213,6322,0.1609,4.35,0,2022-04-13
p_01263,FMCG,s_0632,533,0.1051,4.9,0,2023-03-29
p_01264,Home,s_0563,2036,0.1615,4.11,0,2022-12-21
p_01265,Kids,s_0311,793,0.2908,4.42,0,2024-07-12
p_01266,Fashion,s_0556,1626,0.289,4.22,0,2021-10-18
p_01267,Kids,s_0552,938,0.1821,4.55,0,2021-06-29
p_01268,Books,s_0388,458,0.2058,4.38,0,2021-05-03
p_01269,Fashion,s_0270,2404,0.2779,4.21,0,2023-07-13
p_01270,Fashion,s_0356,1540,0.1531,4.63,0,2022-01-19
p_01271,FMCG,s_0464,289,0.088,4.42,0,2022-02-12
p_01272,Books,s_0249,304,0.1845,4.24,0,2022-01-30
p_01273,FMCG,s_0180,364,0.1857,4.86,0,2024-11-28
p_01274,Beauty,s_0521,391,0.2585,4.22,0,2024-01-03
p_01275,Sports,s_0310,1185,0.241,4.1,0,2023-07-05
p_01276,Kids,s_0039,621,0.2511,4.34,0,2023-05-25
p_01277,Beauty,s_0637,786,0.3267,4.81,0,2021-08-09
p_01278,Auto,s_0201,2337,0.1898,4.48,0,2021-02-07
p_01279,Fashion,s_0308,2075,0.2803,4.45,0,2024-10-16
p_01280,Pet,s_0174,644,0.1999,4.76,0,2023-04-01
p_01281,Fashion,s_0441,2069,0.3343,4.5,0,2024-03-13
p_01282,FMCG,s_0687,479,0.1656,3.91,0,2025-12-31
p_01283,Pet,s_0595,363,0.1566,4.45,0,2025-12-24
p_01284,Kids,s_0129,1310,0.266,4.72,0,2025-04-15
p_01285,Kids,s_0456,1234,0.2327,4.49,0,2021-12-13
p_01286,Beauty,s_0385,1275,0.2633,4.61,0,2023-10-24
p_01287,Sports,s_0652,733,0.1979,4.08,0,2021-12-07
p_01288,Electronics,s_0509,5141,0.0652,4.81,0,2021-05-09
p_01289,Kids,s_0698,1893,0.1794,5.0,0,2025-03-15
p_01290,Home,s_0061,5834,0.1486,3.62,0,2022-09-22
p_01291,Fashion,s_0627,1054,0.1802,4.39,0,2023-09-14
p_01292,Fashion,s_0315,1653,0.2115,4.99,1,2021-01-10
p_01293,Auto,s_0038,1841,0.2085,4.28,0,2025-03-10
p_01294,Kids,s_0611,1134,0.2211,4.76,0,2021-04-14
